日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽质量流量均值,sirox增温增湿sirox蒸汽质量流量SD,sirox增温增湿sirox蒸汽体积流量均值,sirox增温增湿sirox蒸汽体积流量SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox蒸汽喷射蒸汽压力均值,sirox增温增湿sirox蒸汽喷射蒸汽压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风风速均值,kld烘丝热风风速SD,kld烘丝热风风机频率,kld烘丝风门开度均值,kld烘丝风门开度SD,kld烘丝排潮风门开度均值,kld烘丝排潮风门SD,kld烘丝排潮负压均值,kld烘丝排潮负压SD,kld烘丝筒壁温度均值,kld烘丝筒壁温度SD,kld烘丝筒壁温度CPK,kld烘丝筒壁温度合格率,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2019-09-02,利群(新版)烟丝,001 ,4000.3350,5.0639,3973.1804,18.9837,0.9148,61.3500,0.5568,0.9878,0.9985,63.0268,0.4101,2.4169,1.0000,259.2000,4200.5252,3.9658,4688.8774,17.5264,0.1383,1.1417,0.9997,18.6086,0.1212,2.7261,1.0000,38.3679,0.4331,2.0258,1.0000,83.8992,0.5629,93.8000,55.9287,0.2111,3.2703,100.0000,0.0966,0.1897,8.6180,1.0000,0.0239,50.4000,3999.7542,1.9202,4718.5894,18.6920,0.0489,2.1009,1.0000,33.2821,0.0403,420.0015,0.3664,114.3648,0.1089,6.0542,0.0014,1.1212,0.0029,78.2465,0.9755,0.0000,0.0361,0.3201,0.0008,0.0000,61.9507,0.1883,57.3868,0.2755,-19.7125,1.2677,132.6223,0.3786,2.0934,100.0000,99.9988,0.1380,2.4131,1.0000,12.2106,0.0516,3.1608,1.0000,61.7152,0.5589,1.6195,1.0000,4253.2026,26.8,68.0,24.0,60.0
2019-09-02,利群(新版)烟丝,002 ,3999.6380,4.5600,3976.0396,18.9865,0.8174,61.5280,0.5950,0.8247,0.9933,63.0136,0.8651,1.1507,0.9995,259.4000,4200.2724,3.3910,4709.0464,17.4851,0.1304,1.3165,1.0000,18.7010,0.1033,2.9010,1.0000,38.7059,0.1173,6.5204,1.0000,83.9081,0.5155,94.2000,55.8806,0.6706,1.0534,100.0000,0.0822,0.1747,9.3831,1.0000,0.0203,54.2000,3999.9276,1.8981,4807.0415,18.6140,0.0526,2.4445,1.0000,33.3020,0.0332,419.9377,0.3575,114.4147,0.1044,6.0502,0.0012,1.1249,0.0029,83.0917,0.6954,1.3941,1.0000,0.3201,0.0009,0.0000,61.5132,0.1605,57.1544,0.2242,-19.7305,1.1539,132.0170,0.3285,3.0269,100.0000,100.0045,0.1442,2.3017,1.0000,12.2119,0.0429,3.7924,1.0000,61.9134,0.4499,2.1584,1.0000,4330.3931,26.7,68.0,24.0,60.2
2019-09-02,利群(新版)烟丝,003 ,3999.7191,5.3957,4149.9966,18.8899,0.7366,61.5627,0.5900,0.8121,0.9926,62.9035,0.7562,1.2799,0.9999,269.3000,4199.2862,3.7146,4708.5669,17.5128,0.1216,1.3351,1.0000,18.6334,0.0870,3.7035,1.0000,38.4569,0.1034,8.1972,1.0000,83.9325,0.6005,94.3000,55.4447,0.3140,2.7123,100.0000,0.0779,0.0812,20.2022,1.0000,0.1366,50.6000,3999.8731,1.9372,4848.7529,18.6278,0.0545,2.2759,1.0000,33.2775,0.0320,420.0000,0.4079,114.4139,0.1167,6.0512,0.0012,1.1067,0.0033,82.3790,0.8141,0.9741,0.9983,0.3200,0.0008,0.0000,62.1099,0.1867,57.2326,0.2504,-19.7827,1.0870,132.2509,0.3922,2.3363,100.0000,100.0005,0.1546,2.1556,1.0000,12.2084,0.0377,4.3471,1.0000,62.1262,0.3937,2.4332,1.0000,4370.1978,26.8,67.9,24.0,59.9
2019-09-02,利群(新版)烟丝,004 ,3993.7140,48.0597,3813.5962,18.9312,0.8646,61.6188,0.4986,0.9234,0.9972,63.0599,0.5169,1.8960,1.0000,249.9000,4199.7282,3.5863,4713.9292,17.5055,0.1214,1.3579,1.0000,18.6402,0.0909,3.5198,1.0000,38.8444,0.0299,24.0478,1.0000,83.9268,0.5578,94.3000,54.9088,0.8111,1.1954,100.0000,0.1203,0.2432,6.6869,1.0000,0.0227,50.6000,4000.0273,1.8705,4763.1006,18.6330,0.0546,2.2419,1.0000,33.2567,0.0339,419.9416,0.3900,114.4313,0.1175,6.0493,0.0013,1.1214,0.0032,82.7457,0.4722,1.9382,1.0000,0.3200,0.0008,0.0000,62.1729,0.2872,57.1135,0.2236,-19.8187,1.0612,132.1853,0.2465,3.8066,100.0000,100.0036,0.1516,2.1912,1.0000,12.2089,0.0329,4.9772,1.0000,62.1438,0.3194,2.9811,1.0000,4290.3765,26.9,68.1,24.0,59.9
2019-09-02,利群(新版)烟丝,005 ,4000.4391,5.3684,3977.5886,18.8306,0.8552,61.3992,0.3557,1.5000,1.0000,62.9005,0.4864,1.9878,1.0000,259.5000,4200.0317,3.8088,4697.3359,17.4766,0.1227,1.4219,1.0000,18.6968,0.1241,2.4257,1.0000,38.1698,0.1728,5.4601,1.0000,83.9464,0.5321,94.0000,54.3491,0.1807,4.3335,100.0000,0.1143,0.3055,5.3308,1.0000,0.0567,47.2000,3999.9425,1.8614,4845.9385,18.6459,0.0497,2.3760,1.0000,33.2778,0.0332,419.9815,0.3691,114.4498,0.1063,6.0489,0.0013,1.1256,0.0034,83.2725,0.7607,1.1952,0.9998,0.3201,0.0008,0.0000,62.1712,0.2190,57.1386,0.2377,-19.7936,1.1340,132.5459,0.3900,2.0973,100.0000,100.0002,0.1540,2.1642,1.0000,12.2127,0.0352,4.6086,1.0000,62.1275,0.4153,2.3055,1.0000,4368.7085,26.9,68.3,24.0,59.9
2019-09-02,利群(新版)烟丝,006 ,3999.5310,4.5516,3990.7136,18.8790,0.8557,61.4381,0.4757,1.0944,0.9995,63.0404,0.5059,1.9502,1.0000,260.3000,4199.4742,3.9464,4723.4390,17.3517,0.1335,1.6186,1.0000,18.6310,0.0779,4.1478,1.0000,38.5498,0.0274,29.7657,1.0000,83.9693,0.4019,94.5000,54.6929,0.7167,1.2525,100.0000,0.1269,0.2486,6.5333,1.0000,0.0330,53.4000,3999.9455,1.9133,4824.0171,18.5766,0.0467,3.0243,1.0000,31.3763,0.0413,419.9439,0.5246,114.2355,0.1503,6.0625,0.0015,1.1258,0.0036,82.4766,0.5059,1.6319,1.0000,0.3200,0.0009,0.0000,62.1070,0.2795,57.2547,0.2124,-19.8154,1.1517,132.4704,0.3616,2.3316,100.0000,100.0043,0.1063,3.1229,1.0000,12.2149,0.0383,4.2176,1.0000,60.8461,1.1146,0.5521,0.9511,4338.6797,26.6,67.8,,
2019-09-02,利群(新版)烟丝,007 ,4000.1132,4.7889,3977.3120,19.0358,0.8595,61.3631,0.3580,1.5240,1.0000,62.9572,0.4146,2.3778,1.0000,259.4000,4200.0210,3.4751,4711.5615,17.4361,0.1188,1.5820,1.0000,18.6867,0.1016,2.9950,1.0000,38.5378,0.3869,2.1212,1.0000,83.8795,0.7781,94.2500,54.6035,0.2367,3.6670,100.0000,0.1115,0.2544,6.4043,1.0000,0.0199,52.2000,3999.9361,1.8799,4822.3853,18.6400,0.0473,2.5367,1.0000,31.4092,0.0355,419.9233,0.4808,114.2750,0.1431,6.0593,0.0014,1.1281,0.0042,83.0938,0.6915,1.4010,1.0000,0.3200,0.0008,0.0000,62.0216,0.2830,57.1677,0.2354,-19.7756,1.0408,132.6489,0.4381,1.7889,100.0000,100.0040,0.1105,3.0041,1.0000,12.2173,0.0355,4.5325,1.0000,61.9663,0.4136,2.3908,1.0000,4331.0322,26.9,68.2,,
2019-09-02,利群(新版)烟丝,008 ,3999.6941,4.2635,3983.3040,18.9800,0.9403,61.1344,0.5548,1.1209,0.9996,62.9651,0.3027,3.2646,1.0000,260.0000,4199.5685,4.1378,4711.8774,17.5369,0.1336,1.1557,0.9997,18.6954,0.0947,3.1847,1.0000,38.0740,0.0905,10.7755,1.0000,83.9991,0.4799,94.3000,53.6514,0.5209,1.0568,100.0000,0.0679,0.1324,12.4141,1.0000,0.0663,48.7000,3999.9105,1.7220,4803.2402,18.6298,0.0462,2.6714,1.0000,31.5031,0.0392,420.1018,0.5247,114.3465,0.1513,6.0574,0.0014,1.1083,0.0034,82.6612,0.4947,1.7931,1.0000,0.3199,0.0008,0.0000,62.3342,0.2233,57.2276,0.2799,-19.7964,1.1802,132.2284,0.6116,1.5107,100.0000,100.0058,0.1286,2.5761,1.0000,12.2171,0.0583,2.7589,1.0000,62.0003,0.4013,2.4917,1.0000,4313.1123,26.8,67.6,,
2019-09-02,利群(新版)烟丝,009 ,3999.6594,4.2818,3980.9753,18.9358,0.7045,61.3393,0.4312,1.2839,0.9999,63.0016,0.4011,2.4916,1.0000,259.6000,4199.8944,4.1806,4716.5781,17.3938,0.1260,1.6034,1.0000,18.7022,0.0859,3.4841,1.0000,38.5862,0.1984,4.0550,1.0000,84.2099,1.3077,94.3500,56.1733,2.3175,0.2627,67.5000,0.1212,0.2508,6.4845,1.0000,0.0195,53.7000,3999.8233,2.0202,4830.5459,18.5833,0.0481,2.8870,1.0000,31.5175,0.0368,420.0297,0.4863,114.2908,0.1498,6.0606,0.0022,1.1241,0.0034,83.8991,0.3710,1.8876,1.0000,0.3199,0.0008,0.0000,61.7745,0.3196,57.1242,0.2870,-19.7945,1.1219,132.2552,0.7774,1.1770,100.0000,99.9995,0.1206,2.7616,1.0000,12.2199,0.0689,2.3222,1.0000,62.1343,0.4333,2.2045,1.0000,4343.0103,26.7,67.7,24.0,60.1
2019-09-02,利群(新版)烟丝,010 ,3999.8789,4.1334,3989.1790,18.9559,0.8224,61.3120,0.2901,1.9396,1.0000,63.0173,0.3411,2.9150,1.0000,260.5000,4199.6024,4.0310,4726.7202,17.3779,0.1281,1.6183,1.0000,18.7273,0.0888,3.2776,1.0000,38.4930,0.1974,4.2344,1.0000,83.9074,0.6860,94.5500,55.0221,0.8018,1.2380,100.0000,0.0824,0.1700,9.6432,1.0000,0.0165,57.5000,3999.8425,2.0955,4818.4893,18.6481,0.0485,2.4184,1.0000,31.3844,0.0366,420.0161,0.4916,114.3329,0.1438,6.0568,0.0013,1.1118,0.0032,81.6004,0.5455,0.9779,0.9983,0.3201,0.0007,0.0000,62.7729,0.1779,57.0051,0.2464,-19.8133,1.0140,132.5854,0.7813,1.0302,100.0000,100.0009,0.1627,2.0466,1.0000,12.2216,0.0588,2.7100,1.0000,62.2237,0.3894,2.3765,1.0000,4328.6470,26.7,67.8,24.0,60.0
2019-09-03,利群(新版)烟丝,011 ,3999.6394,5.3146,3996.1379,18.9875,0.9414,61.4627,0.5651,0.9068,0.9967,63.0174,0.2163,4.5962,1.0000,260.6000,4200.2130,3.7365,4699.7427,17.6415,0.1086,1.1006,0.9995,18.8829,0.0675,3.5414,1.0000,37.3968,0.3512,2.2750,1.0000,83.9731,0.4437,93.9500,55.9210,0.1815,3.8177,100.0000,0.0707,0.1490,11.0305,1.0000,0.0477,41.7000,3999.8716,1.8020,4827.7598,18.6873,0.0470,2.2198,1.0000,31.3984,0.0414,420.0039,0.5243,114.2829,0.1520,6.0595,0.0013,1.1293,0.0036,83.1471,0.7040,1.3509,1.0000,0.3199,0.0008,0.0000,62.3213,0.2490,56.9502,0.2201,-19.7908,0.9930,133.3522,0.7623,0.7205,100.0000,100.0000,0.1804,1.8481,1.0000,12.2316,0.0472,3.3102,1.0000,62.5781,0.3725,2.1671,1.0000,4340.2148,,,23.9,60.1
2019-09-03,利群(新版)烟丝,012 ,4000.6670,5.0375,4002.6897,18.9767,0.9630,61.6047,0.4571,1.0176,0.9989,63.0407,0.3200,3.0824,1.0000,261.2000,4199.7581,3.9434,4726.1445,17.5248,0.1087,1.4577,1.0000,18.8909,0.0942,2.5087,1.0000,38.0598,0.1944,5.0412,1.0000,83.9164,0.6448,94.5500,54.7764,0.4344,2.1306,100.0000,0.1382,0.2639,6.1413,1.0000,0.0287,49.3000,3999.6918,1.8897,4830.6162,18.6041,0.0438,3.0136,1.0000,33.2383,0.0314,420.0870,0.4201,114.2988,0.1206,6.0601,0.0011,1.1085,0.0028,82.2303,0.5983,1.2426,0.9999,0.3200,0.0007,0.0000,61.9486,0.3385,57.0667,0.3081,-19.7831,1.3777,132.3508,0.7144,1.2361,100.0000,99.9968,0.1697,1.9584,1.0000,12.2190,0.0611,2.6220,1.0000,62.2827,0.4689,1.9315,1.0000,4343.1709,,,24.0,59.9
