日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2019-01-02,利群(新版)烟丝,001 ,3500.1307,3.8341,4000.7234,17.4571,0.8844,47.7387,0.8731,1.0456,0.9991,59.8900,0.5334,1.8059,1.0000,220.7000,3999.7008,3.9948,4696.4727,16.6133,0.1129,4.0952,1.0000,18.9647,0.1176,2.3680,1.0000,37.8821,0.3859,2.4893,1.0000,79.8758,0.6451,94.0000,54.8877,0.3040,5.3593,100.0000,0.0897,0.1901,8.6122,1.0000,0.0751,93.6000,4099.9047,2.1651,4792.9180,18.9439,0.0891,0.9585,0.9980,73.2952,0.0000,3.1965,0.0065,81.7609,0.1970,3.7890,1.0000,99.9978,0.2605,1.2770,0.9999,12.1640,0.0521,2.7913,1.0000,48.9110,0.2782,0.0000,0.3745,4367.0723,27.5,67.0,21.8,56.8
2019-01-02,利群(新版)烟丝,002 ,3499.9651,4.3731,3998.3120,17.2867,0.8471,48.0289,0.6219,1.5925,1.0000,60.0099,0.2804,3.5542,1.0000,220.3000,3999.9328,4.0154,4701.9248,16.4742,0.1088,4.6732,1.0000,18.9358,0.1004,2.8683,1.0000,37.8117,0.3845,2.4377,1.0000,79.9941,0.4296,94.1500,54.7460,0.8865,1.7847,100.0000,0.0714,0.1212,13.5499,1.0000,0.1186,102.7000,4099.9992,1.9419,4904.2627,18.8801,0.0545,1.9562,1.0000,73.0401,0.0205,3.2002,0.0051,82.1949,0.2197,2.7384,1.0000,99.9925,0.2250,1.4701,1.0000,12.0318,0.0459,3.1384,1.0000,49.7000,0.2086,1.1188,0.9996,4474.8345,27.3,68.3,21.8,56.3
2019-01-02,利群(新版)烟丝,003 ,3499.8345,4.1495,4004.5662,17.4950,0.9137,49.0804,0.6653,0.9617,0.9980,60.1000,0.4610,2.0970,1.0000,221.1000,3998.9656,3.3561,4699.7974,16.6537,0.1156,3.8821,1.0000,18.3658,0.1849,1.0200,0.9989,37.9620,0.4808,2.0536,1.0000,79.8804,0.6652,94.0500,55.6221,0.9720,1.5014,100.0000,0.0966,0.2027,8.0651,1.0000,0.0575,81.8000,4099.9923,2.7909,4804.2085,18.5224,0.0552,1.9470,1.0000,72.9250,0.0000,3.2050,0.0034,81.4621,0.3481,2.4305,1.0000,99.9833,0.2500,1.3109,0.9999,11.9864,0.0832,1.5488,1.0000,51.5350,0.3825,2.2091,1.0000,4398.2412,26.8,66.7,21.9,56.2
2019-01-02,利群(新版)烟丝,004 ,3500.1973,3.4627,4004.0371,17.7842,0.8017,48.6557,0.5726,1.3648,1.0000,60.0366,0.2976,3.3189,1.0000,220.5000,3999.8819,3.8428,4738.8936,16.8459,0.1068,3.6008,1.0000,18.4714,0.1319,1.6964,1.0000,38.0037,0.3104,3.2178,1.0000,79.9167,0.5644,94.8000,54.7620,0.7711,2.0585,100.0000,0.0916,0.1942,8.4235,1.0000,0.0320,81.4000,4100.0848,2.2152,4836.0166,18.6208,0.0538,2.6070,1.0000,73.0473,0.0000,3.2078,0.0032,81.2074,0.5099,1.8256,1.0000,100.0094,0.2179,1.5155,1.0000,11.9952,0.0517,2.5491,1.0000,51.0295,0.2330,2.9031,1.0000,4428.1450,26.8,68.6,21.4,55.9
2019-01-03,利群(新版)烟丝,005 ,3499.9638,4.4735,4002.0405,17.5061,0.6974,48.6124,0.6326,1.2581,0.9999,60.0050,0.4152,2.4043,1.0000,220.7000,4000.0654,4.1632,4700.8604,16.7245,0.1050,4.0508,1.0000,19.0849,0.1243,1.9184,1.0000,38.4977,0.1777,4.6938,1.0000,79.7744,0.9884,94.1000,55.2391,0.3281,4.8366,100.0000,0.0947,0.2162,7.5642,1.0000,0.0881,82.9000,4100.0077,2.4527,4825.0898,18.8181,0.0652,1.9529,1.0000,72.9960,0.0000,3.2045,0.0046,80.6135,0.3597,2.4220,1.0000,99.9896,0.2306,1.4304,1.0000,12.0265,0.0517,2.7523,1.0000,49.4234,0.2933,0.4813,0.9256,4397.3130,27.0,66.9,21.4,56.1
2019-01-03,利群(新版)烟丝,006 ,3500.3213,4.2779,4005.3413,17.4629,0.8297,48.4429,0.9064,0.9404,0.9975,59.9797,0.2573,3.8598,1.0000,220.8000,3999.9786,4.0223,4723.1509,16.6165,0.1146,4.0250,1.0000,19.0763,0.1029,2.3449,1.0000,38.1349,0.2695,3.5433,1.0000,80.0075,0.8796,94.5000,54.7044,0.7663,2.0463,100.0000,0.0840,0.1611,10.1745,1.0000,0.0391,92.9000,4100.0725,2.0658,4856.0371,18.9652,0.0567,1.3815,1.0000,73.1091,0.0941,3.1980,0.0090,81.7392,0.3643,2.0685,1.0000,100.0035,0.1983,1.6748,1.0000,12.1298,0.0599,2.6165,1.0000,50.5991,0.3333,1.5992,1.0000,4420.0845,26.7,68.0,21.8,56.1
2019-01-03,利群(新版)烟丝,007 ,3500.2353,4.8167,4004.7625,17.5780,0.6894,48.2933,0.6032,1.4958,1.0000,59.9896,0.2249,4.4310,1.0000,220.9000,3999.6439,3.4751,4715.5488,16.7723,0.0969,4.2242,1.0000,19.0761,0.0981,2.4599,1.0000,38.0358,0.0943,10.4769,1.0000,79.9077,0.5998,94.4000,54.8639,0.5883,2.7561,100.0000,0.0928,0.1869,8.7504,1.0000,0.0944,85.8000,4099.9076,2.2166,4843.4824,18.7598,0.0791,1.8553,1.0000,72.8948,0.0239,3.1996,0.0059,80.3257,0.2367,3.2749,1.0000,99.9957,0.2621,1.2663,0.9999,12.1375,0.0473,3.2582,1.0000,49.8279,0.4897,0.5636,0.9546,4419.4463,26.9,67.9,22.0,56.5
2019-01-04,利群(新版)烟丝,008 ,3500.3918,4.4799,4000.6746,17.7670,0.9435,48.6211,0.6043,1.3121,1.0000,59.9094,0.4475,2.1673,1.0000,220.6000,3999.6246,3.9577,4705.2417,16.7074,0.1029,4.1876,1.0000,18.9532,0.1424,1.9819,1.0000,37.7814,0.4308,2.1522,1.0000,79.9141,0.4964,94.1500,54.8601,0.3029,5.3483,100.0000,0.0710,0.1318,12.4696,1.0000,0.0480,79.1000,4099.7679,2.7321,4840.2241,18.8331,0.0734,1.6651,1.0000,72.9122,0.0186,3.1980,0.0041,80.5376,0.2740,3.0869,1.0000,100.0196,0.2338,1.3976,1.0000,12.1270,0.0569,2.7694,1.0000,51.0205,0.2819,2.3888,1.0000,4419.4419,26.8,67.8,22.3,56.6
2019-01-04,利群(新版)烟丝,009 ,3500.3776,4.0623,4003.6174,17.6818,0.7079,48.8144,0.5592,1.3028,1.0000,59.9300,0.2649,3.6875,1.0000,220.8000,3999.5409,3.8466,4718.6333,16.6689,0.1143,3.8805,1.0000,18.8530,0.0750,4.2091,1.0000,37.7789,0.1498,6.1850,1.0000,79.9034,0.6599,94.3500,55.7912,0.2988,4.6955,100.0000,0.1048,0.2648,6.1628,1.0000,0.0240,76.3000,4099.9723,2.0638,4831.0830,18.7462,0.0635,2.3818,1.0000,72.9335,0.0173,3.2041,0.0029,80.9946,0.2436,4.0970,1.0000,99.9998,0.2355,1.4151,1.0000,12.0315,0.0587,2.4486,1.0000,50.1970,0.2380,1.6765,1.0000,4425.1885,26.6,68.1,22.4,56.7
2019-01-04,利群(新版)烟丝,010 ,3500.2983,4.1655,4003.3472,17.6008,0.9244,48.5886,0.5709,1.4078,1.0000,59.9647,0.4648,2.1262,1.0000,220.9000,3999.5275,3.8141,4714.7813,16.6611,0.1005,4.4405,1.0000,18.9200,0.0870,3.3701,1.0000,37.9114,0.1738,5.5850,1.0000,79.8794,0.6723,94.3000,54.3147,0.5855,2.4562,100.0000,0.0987,0.2188,7.4671,1.0000,0.0046,79.1000,4099.8183,1.9711,4839.2412,18.7095,0.0568,2.8791,1.0000,72.8174,0.0499,3.2016,0.0060,81.3026,0.2312,3.8893,1.0000,100.0167,0.1964,1.6692,1.0000,12.0026,0.0667,2.0110,1.0000,50.5591,0.2770,1.8762,1.0000,4438.1279,26.8,67.8,22.4,56.7
