日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2018-03-01,利群(新版)烟丝,001 ,3499.2626,5.1819,3945.7456,17.8811,0.7422,49.0324,0.7722,0.8494,0.9946,60.1184,0.3851,2.4942,1.0000,218.6000,3999.6569,3.8217,4707.5391,16.8183,0.1086,3.6280,1.0000,19.0259,0.1511,1.7080,1.0000,38.3465,0.2660,3.3253,1.0000,80.0269,0.5099,94.1000,54.9497,0.2919,5.6530,100.0000,0.0643,0.0883,18.6345,1.0000,0.0531,72.7000,4099.8700,2.2476,4845.7388,18.7178,0.0503,3.1973,1.0000,73.0355,0.0768,3.2025,0.0057,82.4799,0.2399,2.1126,1.0000,99.9948,0.1999,1.6588,1.0000,11.9538,0.1195,1.2658,0.9999,52.2830,0.5440,1.6648,1.0000,4423.3701,27.1,67.5,22.1,58.2
2018-03-01,利群(新版)烟丝,002 ,3500.2262,4.4998,3974.4673,17.9902,0.8018,49.3533,0.6687,0.8208,0.9931,59.8729,0.5260,1.8206,1.0000,220.3000,4000.4762,3.9853,4720.0913,16.8276,0.1067,3.6619,1.0000,19.1102,0.1478,1.5558,1.0000,38.3398,0.1620,5.4736,1.0000,79.9470,0.3633,94.5000,55.1551,0.5268,3.0657,100.0000,0.0588,0.0917,17.9639,1.0000,0.1057,74.7000,4100.1069,2.6570,4845.6787,18.7302,0.0498,3.1479,1.0000,73.0138,0.0657,3.1954,0.0066,82.1890,0.2232,2.7046,1.0000,100.0132,0.1808,1.8196,1.0000,12.0696,0.0613,2.3411,1.0000,53.3007,0.2193,2.5827,1.0000,4432.1753,27.3,67.5,22.0,58.2
2018-03-01,利群(新版)烟丝,003 ,3500.0534,4.8477,3948.4417,17.8720,0.8899,49.3006,0.5419,1.0454,0.9991,59.9893,0.3533,2.8205,1.0000,218.9000,3999.5792,4.4221,4704.1890,16.7254,0.1096,3.8767,1.0000,19.0831,0.1384,1.7263,1.0000,38.1615,0.4306,2.1973,1.0000,79.9439,0.3753,94.1500,55.4450,0.2462,6.1666,100.0000,0.0622,0.0884,18.6191,1.0000,0.0732,84.5000,4100.0731,2.1511,4826.7129,18.7734,0.0488,2.9145,1.0000,73.0427,0.0983,3.1984,0.0051,82.3114,0.2082,2.7030,1.0000,100.0011,0.1839,1.8109,1.0000,11.9578,0.0741,2.0590,1.0000,51.8784,0.3999,2.3995,1.0000,4400.7861,27.5,67.4,21.9,58.0
2018-03-01,利群(新版)烟丝,004 ,3500.1338,4.5294,3963.1648,17.9545,0.7584,49.6840,0.5271,0.8322,0.9937,60.0202,0.3730,2.6627,1.0000,219.6000,3999.4900,3.8166,4721.1719,16.7876,0.0995,4.0603,1.0000,19.0284,0.1565,1.6433,1.0000,38.3313,0.1634,5.4437,1.0000,79.9706,0.3766,94.4000,54.5516,0.4700,3.2278,100.0000,0.0628,0.0792,20.7695,1.0000,0.0236,79.6000,4099.9762,2.0865,4827.9917,18.7563,0.0429,3.4488,1.0000,73.0275,0.0608,3.2009,0.0048,82.3836,0.2095,2.5721,1.0000,99.9975,0.1795,1.8520,1.0000,11.9992,0.0856,1.9430,1.0000,51.1832,0.2336,3.1149,1.0000,4406.4287,27.7,66.5,22.0,58.0
2018-03-01,利群(新版)烟丝,005 ,3499.5412,4.6743,3971.1555,18.0753,1.0014,49.8098,0.6097,0.6507,0.9745,59.9552,0.5239,1.8804,1.0000,219.9000,3999.7731,3.8626,4715.6763,16.7484,0.1086,3.8405,1.0000,19.1366,0.1623,1.3621,1.0000,38.2843,0.1502,6.0260,1.0000,80.0173,0.4087,94.3000,56.1490,0.1578,8.1370,100.0000,0.0569,0.0836,19.7122,1.0000,0.0133,77.9000,4100.0138,2.0764,4842.2803,18.7985,0.0472,2.8380,1.0000,72.9767,0.0706,3.1960,0.0054,82.4178,0.1790,2.9456,1.0000,100.0040,0.1694,1.9595,1.0000,12.0072,0.0824,1.9927,1.0000,51.3095,0.2636,2.9203,1.0000,4417.4585,27.8,67.4,22.1,57.8
2018-03-01,利群(新版)烟丝,006 ,3499.9477,4.8543,3968.4961,17.7637,0.6126,49.9906,0.8039,0.4186,0.8954,59.7828,0.6419,1.4451,1.0000,219.8000,3999.3946,3.5906,4716.9092,16.6547,0.1025,4.3767,1.0000,19.1086,0.1655,1.3923,1.0000,38.2426,0.1340,6.8583,1.0000,79.9672,0.2605,94.3000,55.5550,0.5347,2.7709,100.0000,0.0573,0.0779,21.1395,1.0000,0.0394,85.0000,4100.0256,2.4108,4791.2710,18.7809,0.0392,3.5635,1.0000,73.1583,0.0764,3.1971,0.0091,81.2360,0.2740,3.3623,1.0000,99.9963,0.2177,1.5254,1.0000,12.0723,0.0786,1.8138,1.0000,51.0061,0.4561,1.4662,1.0000,4372.4292,27.8,67.9,21.8,57.8
2018-03-01,利群(新版)烟丝,007 ,3500.0364,4.8484,3977.6509,17.9393,0.7516,49.9582,0.5798,0.5989,0.9638,59.9937,0.3236,3.0837,1.0000,220.3000,4000.0392,3.9085,4718.6597,16.7685,0.0915,4.4870,1.0000,19.1494,0.1850,1.1723,0.9998,38.1737,0.1670,5.6416,1.0000,79.9506,0.5756,94.3500,55.2265,0.1332,11.9442,100.0000,0.0476,0.0589,28.0295,1.0000,0.0218,78.5000,4100.0939,2.3870,4822.6450,18.7367,0.0385,4.0085,1.0000,73.0824,0.1075,3.2018,0.0072,81.6656,0.1908,4.0772,1.0000,99.9908,0.1618,2.0414,1.0000,12.0802,0.0869,1.6106,1.0000,51.2222,0.4555,1.6263,1.0000,4411.6133,27.7,68.0,22.0,58.0
2018-03-01,利群(新版)烟丝,008 ,3500.3085,4.9612,3961.0249,17.9155,0.6055,49.8189,0.6338,0.6211,0.9688,59.9842,0.3451,2.8827,1.0000,219.6000,4000.0702,3.9719,4721.1489,16.7355,0.0967,4.3592,1.0000,19.1241,0.1681,1.3405,1.0000,38.0357,0.1506,6.5629,1.0000,80.0124,0.5792,94.4000,55.8866,0.5951,2.3041,100.0000,0.0437,0.0589,28.0461,1.0000,0.0234,80.1000,4099.8754,2.6767,4833.8828,18.7630,0.0384,3.7963,1.0000,73.1148,0.0926,3.1979,0.0081,82.1280,0.2409,2.5901,1.0000,99.9754,0.1490,2.1814,1.0000,12.0625,0.0688,2.1206,1.0000,51.8728,0.3526,2.7160,1.0000,4419.5645,27.7,67.9,22.2,57.9
2018-03-01,利群(新版)烟丝,009 ,3499.6466,3.9618,3962.8250,17.9218,0.7937,49.8103,0.5890,0.6733,0.9783,60.0280,0.4189,2.3652,1.0000,219.5000,3999.9962,4.1063,4712.8472,16.8265,0.1001,3.9082,1.0000,19.2069,0.2148,0.9204,0.9971,37.9899,0.1602,6.2195,1.0000,79.9452,0.4563,94.2000,55.3481,0.1310,11.8336,100.0000,0.0458,0.0593,27.8651,1.0000,0.0574,71.5000,4100.2661,2.3650,4812.0210,18.7551,0.0424,3.4983,1.0000,73.0495,0.0891,3.2020,0.0065,82.3428,0.1834,3.0118,1.0000,99.9882,0.1880,1.7525,1.0000,12.0425,0.0970,1.5721,1.0000,52.0562,0.2523,3.8892,1.0000,4403.8013,27.6,68.0,22.0,58.1
2018-03-01,利群(新版)烟丝,010 ,3500.0024,4.7146,3948.7891,17.9358,0.6795,49.7232,0.6970,0.6106,0.9665,59.9484,0.4143,2.3723,1.0000,218.8000,3999.7405,3.8894,4731.6206,16.7462,0.1068,3.9127,1.0000,19.1786,0.1555,1.3324,1.0000,37.9868,0.2174,4.5788,1.0000,79.9853,0.5683,94.6000,54.6539,0.3685,4.2094,100.0000,0.0461,0.0549,30.0605,1.0000,0.0341,75.2000,4100.2618,2.2671,4870.4526,18.7113,0.0628,2.5925,1.0000,73.0676,0.0868,3.1972,0.0076,81.8107,0.1881,3.8803,1.0000,99.9957,0.1504,2.2065,1.0000,11.9709,0.0809,1.9414,1.0000,52.3660,0.2780,3.1587,1.0000,4451.8237,27.2,67.8,22.0,58.0
