日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽质量流量均值,sirox增温增湿sirox蒸汽质量流量SD,sirox增温增湿sirox蒸汽体积流量均值,sirox增温增湿sirox蒸汽体积流量SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox蒸汽喷射蒸汽压力均值,sirox增温增湿sirox蒸汽喷射蒸汽压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风风速均值,kld烘丝热风风速SD,kld烘丝热风风机频率,kld烘丝风门开度均值,kld烘丝风门开度SD,kld烘丝排潮风门开度均值,kld烘丝排潮风门SD,kld烘丝排潮负压均值,kld烘丝排潮负压SD,kld烘丝筒壁温度均值,kld烘丝筒壁温度SD,kld烘丝筒壁温度CPK,kld烘丝筒壁温度合格率,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2019-11-01,利群(新版)烟丝,001 ,4000.1345,5.1775,3965.3132,19.6789,0.9431,61.3920,0.4154,1.2904,0.9999,62.9415,0.2790,3.5149,1.0000,258.7000,4199.7016,3.4691,4741.1113,17.8048,0.1264,0.5147,0.9387,18.9261,0.0805,2.7912,1.0000,37.9353,0.0790,12.3853,1.0000,83.9404,0.5265,94.8500,55.4654,0.3119,2.7084,100.0000,0.1053,0.2091,7.8014,1.0000,0.0293,39.4000,3999.9832,2.5286,4764.3315,18.4988,0.0413,4.0233,1.0000,33.2866,0.0206,419.9787,0.2600,116.2396,0.0747,5.9318,0.0013,1.1058,0.0015,82.8572,0.2865,3.3243,1.0000,0.3200,0.0008,0.0000,63.6743,0.1173,60.6349,0.3984,-19.9194,2.0644,131.9068,0.2267,4.2749,100.0000,99.9988,0.1334,2.4961,1.0000,12.1850,0.0777,2.0819,1.0000,61.5179,0.4258,1.9709,1.0000,4313.2427,27.9,67.3,23.4,60.6
2019-11-01,利群(新版)烟丝,002 ,4000.2294,4.9506,3961.4487,19.7702,0.9473,61.6794,0.3739,1.1775,0.9998,62.9653,0.2280,4.3345,1.0000,258.5000,4200.0088,3.3105,4746.5786,17.6941,0.1219,0.8366,0.9940,18.9866,0.0852,2.4006,1.0000,37.8924,0.1349,7.1455,1.0000,83.9539,0.4046,95.0500,54.1361,0.3157,2.2552,100.0000,0.0920,0.1897,8.6219,1.0000,0.1248,43.0000,3999.8985,1.8065,4810.2822,18.5285,0.0382,4.1161,1.0000,33.2566,0.0248,419.9835,0.3803,116.2499,0.1122,5.9313,0.0013,1.1098,0.0021,83.1072,0.2215,4.3535,1.0000,0.3201,0.0010,0.0000,62.3466,0.7068,60.6022,0.5628,-20.0691,2.6948,132.6600,0.1397,5.5821,100.0000,100.0008,0.1442,2.3101,1.0000,12.1734,0.0902,1.7499,1.0000,61.5343,0.3580,2.3596,1.0000,4353.4678,28.1,67.2,23.4,60.4
2019-11-01,利群(新版)烟丝,003 ,4000.2660,6.0043,3962.6138,19.5874,0.9872,61.5446,0.5167,0.9389,0.9976,62.8637,0.3794,2.5161,1.0000,258.5000,4200.0951,3.5020,4745.2495,17.5703,0.1192,1.2013,0.9998,19.0035,0.0823,2.4149,1.0000,38.1154,0.0562,17.0956,1.0000,83.9975,0.0910,94.9500,55.1623,0.1986,4.7620,100.0000,0.0766,0.1016,16.1583,1.0000,0.0474,46.2000,3999.8203,1.8181,4814.0308,18.5516,0.0453,3.2979,1.0000,33.2124,0.0321,419.9876,0.3285,116.1040,0.0998,5.9410,0.0016,1.1071,0.0021,83.0880,0.2350,4.1303,1.0000,0.3201,0.0008,0.0000,62.3636,0.5740,60.5552,0.5134,-19.9518,2.6497,133.4490,0.1753,2.9485,100.0000,100.0016,0.1147,2.9023,1.0000,12.1507,0.0821,1.8288,1.0000,61.7701,0.4131,2.2350,1.0000,4355.9292,28.3,67.5,23.4,60.4
2019-11-01,利群(新版)烟丝,004 ,4000.4447,5.2544,3963.1621,19.7165,0.9373,61.4979,0.5447,0.9193,0.9971,62.8112,0.2648,3.5394,1.0000,258.6000,4200.4959,3.3204,4732.6865,17.5479,0.1236,1.2191,0.9999,19.0138,0.0780,2.5043,1.0000,38.0275,0.0760,13.0399,1.0000,83.8898,0.6002,94.7500,55.7842,0.7070,1.0446,100.0000,0.0882,0.1834,8.9287,1.0000,0.1017,49.2000,3999.9886,2.0829,4787.5732,18.5486,0.0463,3.2500,1.0000,33.2578,0.0200,420.0441,0.3019,116.0984,0.0920,5.9423,0.0015,1.1083,0.0020,83.2820,0.2077,4.3622,1.0000,0.3201,0.0009,0.0000,62.4552,0.4558,60.2160,0.4390,-20.0029,2.4828,133.4884,0.0465,10.8357,100.0000,99.9975,0.1351,2.4616,1.0000,12.1500,0.0938,1.5985,1.0000,61.9370,0.3500,2.7969,1.0000,4332.6221,28.1,67.8,23.4,60.5
2019-11-01,利群(新版)烟丝,005 ,3999.4948,5.6577,3962.3816,19.6667,0.9622,61.5996,0.3865,1.2079,0.9999,62.8999,0.4121,2.3457,1.0000,258.3000,4200.0984,3.6193,4740.4170,17.5715,0.1265,1.1294,0.9996,19.0557,0.0873,2.0786,1.0000,38.1036,0.1353,7.1355,1.0000,83.9661,0.1986,94.9500,55.0369,0.1820,5.4277,100.0000,0.0815,0.1696,9.6648,1.0000,0.1494,47.1000,4000.1222,1.8340,4875.3979,18.5381,0.0467,3.2977,1.0000,33.2534,0.0235,419.9948,0.3453,116.0866,0.1063,5.9422,0.0019,1.1086,0.0021,83.4181,0.2880,2.9879,1.0000,0.3201,0.0012,0.0000,63.3695,0.8482,60.4011,0.4230,-19.8781,2.3496,133.4889,0.0460,10.9497,100.0000,100.0022,0.1525,2.1814,1.0000,12.1557,0.0391,3.8820,1.0000,61.9501,0.3524,2.7902,1.0000,4413.5171,27.5,68.2,23.4,60.3
2019-11-01,利群(新版)烟丝,006 ,4000.0716,5.2852,3963.2410,19.5166,0.8645,61.7495,0.4270,0.9762,0.9983,63.0376,0.3317,2.9772,1.0000,258.5000,4200.2669,3.4020,4737.0352,17.5082,0.1121,1.4622,1.0000,18.9896,0.0723,2.8149,1.0000,38.0211,0.0428,23.2061,1.0000,83.8984,0.6630,94.8500,54.6334,0.6200,1.4157,100.0000,0.1135,0.2351,6.9285,1.0000,0.1154,44.0000,3999.8549,1.9488,4796.3008,18.5437,0.0497,3.0603,1.0000,33.2422,0.0476,419.9791,0.2866,116.1968,0.0901,5.9360,0.0018,1.1040,0.0019,83.7310,0.3170,2.3862,1.0000,0.3199,0.0011,0.0000,63.0994,0.9336,60.4986,0.3060,-19.9415,1.3255,134.3086,0.5361,0.4299,100.0000,100.0012,0.1450,2.2964,1.0000,12.2133,0.0892,1.8190,1.0000,60.9139,0.8324,0.7664,0.9893,4331.8667,27.4,68.2,23.3,60.2
2019-11-01,利群(新版)烟丝,007 ,4000.1020,5.0284,3965.7554,19.4948,0.8197,61.7500,0.3059,1.3622,1.0000,63.1433,0.2303,4.1351,1.0000,258.6000,4200.1421,2.8973,4743.8320,17.4983,0.1091,1.5331,1.0000,18.9857,0.1210,1.6920,1.0000,37.9428,0.1165,8.4167,1.0000,83.9228,0.5821,95.0000,54.1987,0.1791,4.0924,100.0000,0.0767,0.1592,10.3116,1.0000,0.1300,46.5000,3999.8369,1.9626,4807.8555,18.4592,0.0503,3.0427,1.0000,33.2996,0.0256,419.9831,0.2481,116.2202,0.0746,5.9344,0.0016,1.1056,0.0015,84.0117,0.2754,2.4065,1.0000,0.3199,0.0007,0.0000,64.3374,0.2088,60.4658,0.3696,-19.9508,1.4562,133.7828,0.6625,0.6124,100.0000,100.0019,0.1441,2.3095,1.0000,12.1580,0.0887,1.7208,1.0000,61.5994,0.4470,1.9384,1.0000,4345.8130,27.3,67.7,23.4,60.5
2019-11-01,利群(新版)烟丝,008 ,4000.4765,4.5798,3962.6536,19.4503,0.9365,61.4309,0.4429,1.1808,0.9998,62.9105,0.2522,3.8474,1.0000,258.4000,4200.0288,3.2290,4746.3223,17.4534,0.1299,1.4030,1.0000,18.9962,0.0713,2.8235,1.0000,37.8967,0.0582,16.5796,1.0000,83.9638,0.3858,95.0500,54.4778,0.4312,1.9153,100.0000,0.0717,0.0845,19.4307,1.0000,0.1302,47.0000,3999.6624,2.0189,4830.5757,18.4474,0.0472,3.1599,1.0000,33.2814,0.0232,420.0035,0.2689,116.2586,0.0792,5.9308,0.0016,1.1084,0.0019,83.7698,0.3579,2.0770,1.0000,0.3200,0.0008,0.0000,64.1378,0.4380,60.1451,0.4638,-19.9658,2.8893,133.1909,0.3895,1.5482,100.0000,100.0014,0.1580,2.1071,1.0000,12.1687,0.0759,2.0588,1.0000,61.6747,0.3801,2.3454,1.0000,4369.6309,27.1,67.4,23.3,60.6
2019-11-01,利群(新版)烟丝,009 ,4000.1143,5.2557,3962.3086,19.7015,0.9231,61.6243,0.2544,1.8023,1.0000,63.1557,0.3271,2.8988,1.0000,258.4000,4199.9540,3.3509,4746.7188,17.7219,0.1114,0.8319,0.9937,18.9860,0.0803,2.5483,1.0000,38.0406,0.1005,9.8129,1.0000,83.9362,0.4328,95.0000,54.2247,0.1958,3.7879,100.0000,0.0852,0.2138,7.6634,1.0000,0.0691,40.2000,3999.9371,1.7548,4797.3364,18.5668,0.0478,3.0231,1.0000,33.3107,0.0246,420.0207,0.2788,116.2616,0.0828,5.9306,0.0014,1.1086,0.0019,83.8123,0.4103,1.7774,1.0000,0.3199,0.0010,0.0000,63.7530,0.8854,60.2897,0.3969,-19.9854,2.0809,133.9132,0.4889,0.7411,100.0000,100.0020,0.1234,2.6952,1.0000,12.1769,0.0470,3.3850,1.0000,61.9018,0.4427,2.1850,1.0000,4329.4668,26.9,68.1,23.4,60.7
2019-11-01,利群(新版)烟丝,010 ,3999.9050,5.3825,3968.4063,19.5039,0.8618,61.6761,0.3133,1.4084,1.0000,63.2479,0.2355,3.8956,1.0000,258.9000,4199.8224,3.2785,4764.2710,17.5237,0.1553,1.0227,0.9989,18.9676,0.0798,2.6422,1.0000,37.9696,0.0978,10.1201,1.0000,83.9598,0.3915,95.3500,54.3033,0.5054,1.5192,100.0000,0.0492,0.0732,22.5294,1.0000,0.0678,47.7000,4000.1133,1.6683,4863.2720,18.5985,0.0643,2.0819,1.0000,33.3385,0.0253,419.9900,0.2440,116.2587,0.0696,5.9301,0.0012,1.1093,0.0013,83.7848,0.1926,3.8332,1.0000,0.3200,0.0009,0.0000,64.5116,0.3205,59.8790,0.5475,-19.9387,3.4117,132.9865,0.2020,3.3228,100.0000,100.0055,0.1563,2.1209,1.0000,12.1965,0.0384,4.3114,1.0000,61.9640,0.3481,2.8387,1.0000,4391.9941,26.7,67.7,23.3,60.4
2019-11-02,利群(新版)烟丝,011 ,3999.9308,4.7117,3966.0020,19.8242,0.9024,61.7420,0.4952,0.8469,0.9945,62.9081,0.2383,4.0683,1.0000,258.0000,4200.0873,3.7649,4747.4624,17.8378,0.1217,0.4444,0.9088,18.9897,0.0746,2.7260,1.0000,36.8712,0.0670,9.3045,1.0000,83.9592,0.3865,95.0000,54.6641,0.3431,2.5883,100.0000,0.1040,0.1920,8.4997,1.0000,0.0535,37.6000,4000.0632,1.9497,4809.2085,18.6729,0.0431,2.5287,1.0000,33.3206,0.0233,419.9831,0.3263,116.2729,0.0988,5.9292,0.0013,1.1102,0.0019,84.1892,0.1409,4.2840,1.0000,0.3201,0.0011,0.0000,63.2868,0.4796,59.6548,0.5251,-19.9533,2.8118,133.7881,0.5353,0.7547,100.0000,99.9993,0.1389,2.3987,1.0000,12.2049,0.0535,3.0843,1.0000,62.0619,0.3119,3.1397,1.0000,4343.4941,26.9,68.1,23.4,60.5
2019-11-02,利群(新版)烟丝,012 ,4000.0862,5.0987,3966.0381,19.7096,0.9597,61.9631,0.2434,1.4200,1.0000,63.3758,0.5254,1.6649,1.0000,258.6000,4200.0344,3.5743,4752.7207,17.6912,0.1173,0.8778,0.9958,18.9626,0.0770,2.7590,1.0000,37.6595,0.0352,25.2108,1.0000,83.9511,0.4691,95.2000,53.2319,0.6405,0.6411,92.6230,0.0668,0.0872,18.8645,1.0000,0.1532,44.7000,4000.1654,1.7522,4818.7637,18.5400,0.0434,3.5332,1.0000,33.2940,0.0194,420.0381,0.2303,116.2228,0.0677,5.9331,0.0016,1.1073,0.0013,82.5440,0.2709,3.1301,1.0000,0.3199,0.0007,0.0000,64.7433,0.2523,59.3995,0.6963,-20.0064,3.6135,133.1991,0.4466,1.3442,100.0000,100.0032,0.1577,2.1069,1.0000,12.1716,0.0612,2.5689,1.0000,61.8893,0.3524,2.7333,1.0000,4356.2017,26.8,67.6,23.4,60.6
2019-11-02,利群(新版)烟丝,013 ,4000.5134,4.5706,3963.8008,19.5071,0.9019,61.2127,0.3624,1.6439,1.0000,62.5686,0.4120,2.0783,1.0000,258.6000,4199.5792,3.4919,4741.9980,17.5604,0.1218,1.2036,0.9998,19.0144,0.0918,2.1257,1.0000,38.1909,0.0582,16.0926,1.0000,83.9570,0.4450,94.9000,56.0539,0.2103,3.0848,100.0000,0.0955,0.1544,10.5875,1.0000,0.0633,50.5000,3999.8634,2.0352,4807.5566,18.5239,0.0484,3.2811,1.0000,33.2869,0.0192,419.9978,0.2163,116.2307,0.0650,5.9320,0.0014,1.1072,0.0016,82.9261,0.3449,2.8280,1.0000,0.3200,0.0009,0.0000,65.1868,0.1603,59.0224,0.6431,-19.8856,4.1750,133.1907,0.4074,1.4804,100.0000,100.0032,0.1534,2.1660,1.0000,12.1688,0.0364,4.2884,1.0000,61.9772,0.3493,2.8412,1.0000,4349.8076,26.9,67.7,23.4,60.5
2019-11-02,利群(新版)烟丝,014 ,3999.8027,5.0046,3966.2751,19.6011,0.9233,61.2140,0.4581,1.2996,1.0000,62.8253,0.3243,2.9039,1.0000,258.8000,4199.7808,3.2189,4745.6851,17.6486,0.1070,1.0950,0.9995,19.0505,0.1001,1.8307,1.0000,38.2248,0.4252,2.1754,1.0000,83.9499,0.4146,95.0500,54.5996,0.5933,1.4606,100.0000,0.0978,0.1913,8.5398,1.0000,0.1436,45.1000,3999.8291,1.7829,4827.9717,18.5786,0.0481,2.9218,1.0000,33.2779,0.0224,419.9931,0.2572,116.2460,0.0771,5.9311,0.0016,1.1074,0.0015,83.0657,0.3313,2.9518,1.0000,0.3200,0.0012,0.0000,64.7519,0.8964,59.3967,0.5331,-19.9777,2.3173,133.5079,0.5165,0.9631,100.0000,100.0058,0.1537,2.1563,1.0000,12.1746,0.0366,4.3254,1.0000,61.9532,0.3851,2.5565,1.0000,4367.8608,26.8,68.0,23.4,60.5
2019-11-02,利群(新版)烟丝,015 ,4000.1703,13.8690,3967.5874,19.5513,0.7888,61.2319,0.5121,1.1508,0.9997,63.2297,0.3077,3.0007,1.0000,258.8000,4199.7840,2.6479,4743.4634,17.6629,0.1081,1.0391,0.9991,19.0729,0.0805,2.1824,1.0000,37.4341,0.1431,5.6699,1.0000,83.9489,0.4104,94.9000,56.0136,0.1877,3.5281,100.0000,0.0967,0.1886,8.6652,1.0000,0.0324,42.4000,4000.0597,1.8133,4814.1001,18.5381,0.0515,2.9901,1.0000,33.2750,0.0179,419.9871,0.2853,116.1975,0.0859,5.9340,0.0015,1.1064,0.0020,82.7458,0.2580,3.5472,1.0000,0.3200,0.0013,0.0000,64.8655,0.9185,59.5463,0.4188,-20.0076,2.2322,133.9133,0.5217,0.6943,100.0000,100.0001,0.1627,2.0489,1.0000,12.2076,0.0498,3.2951,1.0000,61.7049,0.3601,2.5041,1.0000,4355.4502,26.9,68.2,23.5,60.6
2019-11-02,利群(新版)烟丝,016 ,4000.3648,5.2704,3964.5754,19.6824,0.9851,61.2865,0.5193,1.0998,0.9995,63.2418,0.3353,2.7424,1.0000,258.5000,4199.7468,3.1190,4746.9985,17.6876,0.1173,0.8877,0.9961,18.9834,0.0708,2.9034,1.0000,37.8786,0.0708,13.5452,1.0000,83.9372,0.6003,95.1000,54.3287,1.0809,0.7181,100.0000,0.0751,0.1343,12.2281,1.0000,0.1686,38.8000,3999.9293,1.8597,4828.0278,18.4408,0.0498,2.9496,1.0000,33.2706,0.0235,419.9897,0.3131,116.2061,0.0970,5.9335,0.0017,1.1065,0.0018,83.1047,0.3161,3.0534,1.0000,0.3202,0.0018,0.0000,65.2902,0.6833,59.3004,0.3713,-19.8975,1.4176,133.5695,0.5981,0.7973,100.0000,100.0031,0.1689,1.9671,1.0000,12.1817,0.0715,2.2456,1.0000,61.8909,0.4012,2.4019,1.0000,4370.0630,26.9,68.0,23.4,60.5
2019-11-02,利群(新版)烟丝,017 ,4000.9641,5.0283,3963.6133,19.6210,0.8746,61.7580,0.3099,1.3359,1.0000,63.4588,0.4767,1.7768,1.0000,258.5000,4200.0784,3.1940,4737.9438,17.5958,0.1128,1.1951,0.9998,18.9591,0.0759,2.8151,1.0000,37.8417,0.2043,4.6367,1.0000,83.9461,0.4377,94.9000,55.0834,0.1786,5.4434,100.0000,0.0659,0.1349,12.1916,1.0000,0.1489,45.1000,3999.9541,1.7620,4812.2388,18.6450,0.0448,2.6401,1.0000,33.1804,0.0443,419.9738,0.2982,116.0360,0.0950,5.9453,0.0020,1.1003,0.0019,83.9230,0.3400,2.0366,1.0000,0.3202,0.0012,0.0000,64.7306,0.8632,59.3339,0.5590,-19.8320,2.5000,134.3891,0.4749,0.4287,100.0000,100.0014,0.1404,2.3712,1.0000,12.2564,0.0639,2.3134,1.0000,61.2799,0.7840,0.9694,0.9982,4343.5439,26.8,68.1,23.4,60.6
2019-11-02,利群(新版)烟丝,018 ,3999.6152,5.1452,3968.3918,19.5258,0.9302,61.8323,0.3484,1.1173,0.9996,63.1838,0.2271,4.1334,1.0000,259.0000,4200.0750,3.3711,4744.5020,17.5062,0.1028,1.6007,1.0000,18.9846,0.0690,2.9720,1.0000,37.7854,0.0507,18.3138,1.0000,83.9340,0.4317,94.9500,54.5115,0.4538,1.8448,100.0000,0.0785,0.1232,13.3202,1.0000,0.0632,49.1000,4000.0366,2.0022,4819.5962,18.6701,0.0546,2.0142,1.0000,33.2323,0.0208,419.9799,0.3065,116.0608,0.0884,5.9438,0.0016,1.1003,0.0020,83.7619,0.1694,4.4037,1.0000,0.3202,0.0013,0.0000,65.2365,0.8486,58.9738,0.5409,-19.9200,2.7582,134.3598,0.4093,0.5214,100.0000,100.0038,0.1639,2.0263,1.0000,12.2039,0.0785,2.1072,1.0000,61.8481,0.4173,2.2752,1.0000,4349.5098,26.7,68.0,23.3,60.4
2019-11-02,利群(新版)烟丝,019 ,3999.4247,5.1443,3964.7798,19.6165,0.8867,61.5038,0.3972,1.2556,0.9999,62.9603,0.3761,2.6236,1.0000,258.6000,4200.1151,3.1911,4741.4771,17.6021,0.1086,1.2218,0.9999,18.9841,0.0761,2.6986,1.0000,38.0489,0.1273,7.7290,1.0000,83.9624,0.4002,94.8500,56.4284,0.2106,2.4874,100.0000,0.0495,0.0591,27.9067,1.0000,0.0216,47.7000,4000.0910,1.8048,4806.3149,18.6768,0.0465,2.3183,1.0000,33.2203,0.0217,419.9966,0.3422,116.0993,0.1015,5.9417,0.0015,1.1016,0.0021,84.0540,0.2791,2.3240,1.0000,0.3200,0.0008,0.0000,66.5813,0.1860,58.9434,0.6900,-19.8853,2.3183,134.1795,0.3667,0.7459,100.0000,100.0032,0.1640,2.0254,1.0000,12.2201,0.0945,1.6926,1.0000,62.0822,0.3843,2.5309,1.0000,4339.4170,26.7,67.9,23.4,60.7
