日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,润叶加料贮叶时间,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽质量流量均值,sirox增温增湿sirox蒸汽质量流量SD,sirox增温增湿sirox蒸汽体积流量均值,sirox增温增湿sirox蒸汽体积流量SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox蒸汽喷射蒸汽压力均值,sirox增温增湿sirox蒸汽喷射蒸汽压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风风速均值,kld烘丝热风风速SD,kld烘丝热风风机频率,kld烘丝风门开度均值,kld烘丝风门开度SD,kld烘丝排潮风门开度均值,kld烘丝排潮风门SD,kld烘丝排潮负压均值,kld烘丝排潮负压SD,kld烘丝筒壁温度均值,kld烘丝筒壁温度SD,kld烘丝筒壁温度CPK,kld烘丝筒壁温度合格率,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2020-05-06,利群(新版)烟丝,021 ,4000.3330,4.5109,3947.0000,18.1996,0.7700,58.9317,0.9229,0.6977,0.9818,62.5349,0.3969,2.1289,1.0000,237.6000,4200.1089,4.5100,4699.8018,17.3993,0.1005,1.9924,1.0000,19.1181,0.0824,3.5676,1.0000,38.7547,0.1751,4.2743,1.0000,84.0356,0.3323,93.9500,55.0485,0.7704,1.2770,100.0000,0.0915,0.1752,9.3389,1.0000,0.0490,51.5000,990,4000.0576,1.9373,4784.8506,18.4545,0.0529,2.8639,1.0000,37.4027,0.0182,459.9945,0.2322,144.9326,0.0810,5.0418,0.0015,1.4647,0.0021,83.3617,0.4663,1.8860,1.0000,0.3199,0.0014,0.0000,64.2423,0.7591,65.1207,0.8535,-20.2981,0.8605,133.3979,0.2145,4.0437,100.0000,100.0120,0.1503,2.1912,1.0000,12.1411,0.0858,1.7137,1.0000,62.2808,0.5152,1.1123,0.9996,4317.0000,28.0,68.1,23.0,60.2
2020-05-06,利群(新版)烟丝,022 ,4000.2140,4.4144,3950.0000,18.0983,0.7559,58.9311,0.9705,0.6633,0.9767,62.5634,0.4246,2.0124,1.0000,237.7000,4200.0820,3.8938,4699.6104,17.2237,0.1023,2.5295,1.0000,19.1451,0.0946,3.0123,1.0000,38.7914,0.1131,6.5093,1.0000,84.0227,0.2864,94.1000,54.7771,0.1054,8.7827,100.0000,0.0738,0.1528,10.7465,1.0000,0.1147,60.8000,1032,3999.9318,1.9618,4790.1060,18.4942,0.0472,3.4901,1.0000,37.4189,0.0178,460.0107,0.2676,144.9713,0.0977,5.0403,0.0017,1.4641,0.0023,83.4544,0.3767,2.2525,1.0000,0.3198,0.0011,0.0000,65.7344,0.1099,65.0247,0.7462,-20.2547,0.7946,133.7276,0.2845,2.6624,100.0000,100.0188,0.1528,2.1405,1.0000,12.1368,0.0709,2.0536,1.0000,62.4822,0.3664,1.3808,1.0000,4323.0000,28.0,67.9,22.9,60.1
2020-05-06,利群(新版)烟丝,023 ,4000.2103,4.1017,3950.0000,18.1780,0.6880,59.1654,0.5348,1.3497,1.0000,63.1235,0.4898,1.9576,1.0000,237.8000,4199.7074,3.8838,4703.1704,17.2556,0.1113,2.2294,1.0000,19.1446,0.0748,3.8119,1.0000,38.3746,0.1010,8.6647,1.0000,84.0500,0.3490,94.2000,54.8113,0.4989,1.8783,100.0000,0.0687,0.1277,12.8721,1.0000,0.1452,59.2000,1139,3999.8894,1.7445,4799.4546,18.4396,0.0567,2.5844,1.0000,37.4415,0.0181,460.0115,0.2929,145.1661,0.0990,5.0323,0.0014,1.4685,0.0023,83.1757,0.3542,2.6579,1.0000,0.3200,0.0013,0.0000,64.2195,0.9277,65.4209,0.7484,-20.2870,0.7737,133.6078,0.3116,2.5591,100.0000,100.0076,0.1584,2.0884,1.0000,12.1476,0.0929,1.6060,1.0000,62.2680,0.3721,1.5516,1.0000,4334.0000,28.0,67.9,23.0,60.0
2020-05-07,利群(新版)烟丝,024 ,4000.3452,4.4963,3946.0000,18.1690,0.8328,59.0290,1.2315,0.5492,0.9497,62.4728,0.8710,0.9463,0.9977,237.5000,4199.7566,4.2747,4695.8179,17.3937,0.1134,1.7822,1.0000,19.0649,0.0950,3.2811,1.0000,37.9246,0.4749,2.0528,1.0000,84.0052,0.2615,93.8500,56.4366,0.1727,3.0176,100.0000,0.0872,0.1437,11.3960,1.0000,0.0707,51.6000,402,4000.0763,1.7883,4781.2954,18.3951,0.0572,2.3024,1.0000,37.4401,0.0177,460.0236,0.2994,145.1567,0.1066,5.0326,0.0015,1.4699,0.0023,83.3554,0.3462,2.5463,1.0000,0.3199,0.0011,0.0000,65.2433,0.1569,65.5321,0.8738,-20.3290,0.7320,132.5332,0.2346,3.5993,100.0000,100.0154,0.1710,1.9193,1.0000,12.1867,0.0863,1.8799,1.0000,62.0057,0.3510,1.8939,1.0000,4326.0000,27.3,67.9,22.9,59.9
2020-05-07,利群(新版)烟丝,025 ,3999.8648,3.6293,3949.0000,18.1749,0.7302,59.0994,0.9608,0.7284,0.9855,62.5951,0.4385,1.9727,1.0000,237.7000,4199.9287,4.7427,4705.2197,17.3211,0.1093,2.0704,1.0000,19.0249,0.0936,3.4726,1.0000,38.4054,0.3510,2.4640,1.0000,83.9512,0.3244,94.2000,54.1922,0.3487,2.0956,100.0000,0.0741,0.0872,18.8299,1.0000,0.1016,52.8000,408,3999.8130,1.7842,4782.9785,18.3936,0.0501,2.6188,1.0000,37.4417,0.0170,460.0137,0.2806,145.1599,0.0922,5.0326,0.0015,1.4709,0.0021,83.2821,0.2989,3.0310,1.0000,0.3198,0.0012,0.0000,65.6839,0.2563,65.2856,0.8272,-20.3172,0.7894,132.1929,0.2507,2.9157,100.0000,100.0098,0.1772,1.8627,1.0000,12.1953,0.1116,1.4794,1.0000,62.0202,0.3640,1.8130,1.0000,4330.0000,27.4,67.8,23.0,60.1
2020-05-07,利群(新版)烟丝,026 ,3999.8962,4.4564,3947.0000,18.1753,0.7408,59.1144,1.1241,0.6270,0.9697,62.4467,0.6067,1.3443,1.0000,237.5000,4200.1541,4.6701,4699.7520,17.3272,0.1082,2.0727,1.0000,19.0739,0.0866,3.5647,1.0000,38.4767,0.3640,2.3107,1.0000,83.9871,0.3114,94.0500,56.3990,0.3451,1.5464,100.0000,0.0455,0.0752,21.9614,1.0000,0.0585,54.2000,429,4000.0432,1.7608,4781.8223,18.4209,0.0592,2.3699,1.0000,37.4358,0.0188,459.9917,0.3166,145.2387,0.1102,5.0288,0.0019,1.4677,0.0026,82.8515,0.5971,1.5919,1.0000,0.3200,0.0011,0.0000,65.5607,0.2958,65.5640,0.7598,-20.2816,0.7968,132.1916,0.2277,3.2083,100.0000,99.9933,0.2193,1.5098,1.0000,12.1917,0.0817,2.0061,1.0000,61.9700,0.3641,1.8585,1.0000,4326.0000,27.5,67.8,23.0,60.0
2020-05-07,利群(新版)烟丝,027 ,3999.9769,3.8950,3951.0000,18.0133,0.8118,58.9971,1.0647,0.6252,0.9696,62.5833,0.4795,1.7958,1.0000,237.7000,4199.4664,4.3269,4706.5825,17.1486,0.1044,2.7184,1.0000,19.0944,0.0857,3.5224,1.0000,38.4120,0.2612,3.3027,1.0000,83.9950,0.2393,94.2000,54.2428,0.4350,1.7186,100.0000,0.0511,0.0642,25.6952,1.0000,0.0726,65.3000,441,3999.9674,1.5728,4805.8354,18.4068,0.0545,2.4881,1.0000,37.4394,0.0201,460.0051,0.3267,145.2236,0.1200,5.0294,0.0018,1.4691,0.0019,83.3504,0.3596,2.4561,1.0000,0.3198,0.0010,0.0000,65.6273,0.1580,65.7766,0.6669,-20.2469,0.7436,133.1210,0.4505,2.1302,100.0000,100.0119,0.1952,1.6873,1.0000,12.1089,0.0532,2.5620,1.0000,61.9934,0.3890,1.7195,1.0000,4347.0000,27.5,68.2,23.0,59.9
2020-05-07,利群(新版)烟丝,028 ,4000.0482,4.0463,3951.0000,18.0968,0.6423,59.0557,0.9821,0.6977,0.9818,62.4675,0.5526,1.4884,1.0000,237.8000,4199.7754,4.8624,4701.7339,17.2274,0.0974,2.6441,1.0000,19.1304,0.0880,3.2939,1.0000,38.3429,0.2485,3.5642,1.0000,84.0065,0.1574,94.1500,54.4946,0.1246,6.6736,100.0000,0.0441,0.0422,39.1461,1.0000,0.1226,59.0000,1164,4000.2313,1.9714,4756.2607,18.4094,0.0612,2.2298,1.0000,37.3997,0.0294,459.9679,0.2520,144.9783,0.1007,5.0383,0.0031,1.4620,0.0021,82.8581,0.4133,2.3051,1.0000,0.3200,0.0017,0.0000,64.3460,0.9545,65.5651,0.6183,-20.2155,0.7971,133.5018,0.0184,45.2572,100.0000,99.9476,1.1511,0.2744,0.6145,12.1202,0.0471,2.9738,1.0000,61.3044,0.5297,1.6963,1.0000,4295.0000,27.4,68.1,23.1,60.0
2020-05-07,利群(新版)烟丝,029 ,3999.9049,3.6789,3945.0000,18.0161,0.7885,59.1585,0.6718,1.0710,0.9993,62.8467,0.3783,2.5083,1.0000,237.3000,4200.6828,4.1559,4701.2759,17.1531,0.0961,2.9376,1.0000,19.1452,0.0884,3.2232,1.0000,38.2519,0.1681,5.4493,1.0000,83.9258,0.2970,94.1000,55.3139,0.4815,1.8595,100.0000,0.0453,0.0737,22.4093,1.0000,0.0792,64.4000,1168,3999.9629,1.9187,4788.4233,18.3615,0.0584,2.0634,1.0000,37.4133,0.0189,459.9928,0.2651,144.8447,0.1143,5.0445,0.0039,1.4641,0.0024,83.1203,0.4500,2.1331,1.0000,0.3201,0.0014,0.0000,64.4069,0.7249,65.6001,0.8416,-20.3040,0.9025,132.2307,0.4362,1.7046,100.0000,100.0276,0.9188,0.3528,0.7234,12.1508,0.1115,1.3477,1.0000,61.5026,0.3043,2.7357,1.0000,4328.0000,27.5,67.8,22.8,60.3
2020-05-07,利群(新版)烟丝,030 ,3999.6455,4.9533,3944.0000,18.0838,0.8148,58.8763,0.9972,0.6272,0.9700,62.5293,0.4702,1.7931,1.0000,237.6000,4199.9713,4.4955,4705.0967,17.1616,0.0987,2.8315,1.0000,19.1487,0.0871,3.2579,1.0000,38.1352,0.2595,3.6799,1.0000,83.9940,0.1898,94.1500,55.2322,0.1963,4.6999,100.0000,0.0642,0.0707,23.2711,1.0000,0.0511,63.5000,1200,4000.1481,1.8789,4839.9761,18.3540,0.0498,2.3695,1.0000,37.3726,0.0160,460.0026,0.2580,144.8630,0.1011,5.0455,0.0023,1.4651,0.0024,82.9930,0.7593,1.3139,0.9999,0.3200,0.0011,0.0000,65.1127,0.2516,65.5535,0.7887,-20.2798,0.8286,132.3338,0.2565,3.0329,100.0000,100.1019,0.5705,0.5247,0.9156,12.1173,0.0568,2.4489,1.0000,61.7684,0.3670,2.0269,1.0000,4371.0000,27.5,68.1,22.8,60.4
2020-05-07,利群(新版)烟丝,031 ,4000.0841,3.7924,3948.0000,18.3619,0.7714,59.2391,0.5043,1.4800,1.0000,63.0480,0.3357,2.9312,1.0000,237.7000,4200.2130,4.2312,4701.7764,17.2558,0.1162,2.1348,1.0000,19.1416,0.0905,3.1617,1.0000,37.9632,0.2271,4.3493,1.0000,83.9764,0.2119,94.1000,54.7003,0.5027,1.7905,100.0000,0.0949,0.1560,10.4810,1.0000,0.0686,59.9000,1228,3999.9841,2.0466,4786.8369,18.3414,0.0409,2.7824,1.0000,37.3916,0.0165,459.9879,0.2698,145.2965,0.1045,5.0266,0.0022,1.4576,0.0023,82.8315,0.5317,1.7751,1.0000,0.3198,0.0012,0.0000,65.7005,0.0806,65.3102,0.7541,-20.2997,0.8022,130.6606,0.2860,0.7699,100.0000,100.3304,0.5791,0.3854,0.8654,12.2392,0.1118,1.3739,1.0000,61.5096,0.2967,2.7979,1.0000,4329.0000,27.4,67.9,22.9,60.5
2020-05-07,利群(新版)烟丝,032 ,3999.7720,4.2120,3949.0000,18.3898,0.8438,59.3947,0.5960,1.3393,1.0000,62.9750,0.1885,5.2608,1.0000,237.8000,4200.1870,4.6553,4710.0547,17.2703,0.1164,2.0896,1.0000,19.1438,0.0833,3.4262,1.0000,38.2020,0.1191,7.8310,1.0000,84.0271,0.4417,94.3000,55.1157,0.3889,2.4722,100.0000,0.0930,0.1434,11.4063,1.0000,0.1050,57.1000,1235,4000.0538,1.8757,4790.1899,18.3477,0.0502,2.3088,1.0000,37.4216,0.0173,459.9777,0.2721,145.3339,0.0914,5.0250,0.0018,1.4598,0.0021,83.2119,0.4372,2.1257,1.0000,0.3201,0.0011,0.0000,64.2944,0.6065,65.4289,0.6523,-20.2235,0.8423,130.8187,0.2923,0.9336,100.0000,100.0740,0.4868,0.6341,0.9577,12.2375,0.1206,1.2783,0.9999,61.5567,0.2722,2.9920,1.0000,4333.0000,27.3,68.0,23.0,59.6
2020-05-08,利群(新版)烟丝,033 ,4000.0215,4.1365,3950.0000,17.9859,0.8785,58.9833,0.5045,1.3104,1.0000,63.2026,0.4613,2.0214,1.0000,237.7000,4199.7837,4.4906,4696.1631,17.3989,0.1402,1.4291,1.0000,19.1152,0.0934,3.1577,1.0000,37.3183,0.3855,2.0046,1.0000,84.0320,0.3866,94.0000,54.2694,0.1845,4.1001,100.0000,0.0875,0.2001,8.1834,1.0000,0.0817,51.2000,533,4000.1553,1.5517,4781.5815,18.4124,0.0470,2.9248,1.0000,37.3832,0.0167,459.9998,0.2717,145.2628,0.0976,5.0284,0.0019,1.4583,0.0020,82.6108,0.5372,1.6200,1.0000,0.3203,0.0012,0.0000,64.0508,0.7055,65.5275,0.7608,-20.2786,0.7820,131.0180,0.1809,1.8758,100.0000,100.0411,0.5792,0.5519,0.9150,12.2794,0.1367,1.0256,0.9989,61.3633,0.2844,3.0904,1.0000,4327.0000,27.0,67.7,22.9,60.2
2020-05-08,利群(新版)烟丝,034 ,3999.9722,3.6518,3949.0000,17.8989,0.6977,59.0403,0.6790,1.0016,0.9987,62.9301,0.3877,2.5192,1.0000,237.7000,4199.6057,4.7806,4709.9917,17.3269,0.1218,1.8421,1.0000,19.1715,0.0754,3.6627,1.0000,38.0231,0.2586,3.8372,1.0000,83.9977,0.1207,94.2500,54.5624,0.7639,1.1181,100.0000,0.0947,0.1431,11.4263,1.0000,0.0533,58.5000,544,4000.0855,1.6225,4798.4312,18.4011,0.0710,1.8831,1.0000,37.3899,0.0154,459.9638,0.2458,145.2224,0.0862,5.0301,0.0016,1.4592,0.0021,82.9595,0.5469,1.8038,1.0000,0.3199,0.0012,0.0000,65.0375,0.2788,65.6710,0.6609,-20.2205,0.7531,131.2881,0.3374,1.2726,100.0000,100.0290,0.4059,0.7974,0.9860,12.2717,0.0967,1.4764,1.0000,61.3433,0.3130,2.8293,1.0000,4342.0000,27.0,67.6,23.0,59.8
2020-05-08,利群(新版)烟丝,035 ,4000.2372,3.6366,3948.0000,17.7781,0.8289,59.0964,0.5928,1.1788,0.9998,62.8557,0.2621,3.6318,1.0000,237.7000,4199.6049,4.6069,4699.0024,17.1676,0.1080,2.5691,1.0000,19.1439,0.0750,3.8049,1.0000,38.1811,0.2413,3.8940,1.0000,84.0029,0.2989,94.0500,54.2402,0.2340,3.1912,100.0000,0.0228,0.0300,55.3022,1.0000,0.0744,66.6000,561,3999.7409,1.6569,4786.1450,18.3548,0.0480,2.4639,1.0000,37.3707,0.0159,459.9662,0.2573,145.0538,0.0880,5.0372,0.0016,1.4609,0.0022,82.9839,0.4542,2.1899,1.0000,0.3203,0.0012,0.0000,64.1251,0.6369,65.6122,0.6589,-20.2525,0.6810,131.9637,0.2107,3.1066,100.0000,100.0645,0.6029,0.5172,0.9009,12.1855,0.0890,1.8184,1.0000,61.3282,0.2674,3.3306,1.0000,4332.0000,27.2,67.6,23.0,59.6
2020-05-08,利群(新版)烟丝,036 ,3999.7898,4.1086,3949.0000,17.6863,0.6365,58.9853,0.7267,0.9106,0.9969,62.7589,0.3163,2.9075,1.0000,237.7000,4200.1385,4.4661,4707.2168,17.0427,0.1017,3.1377,1.0000,19.1467,0.0861,3.3035,1.0000,38.2747,0.2327,3.9039,1.0000,84.0163,0.3674,94.2500,55.0242,0.3859,2.5704,100.0000,0.0964,0.0962,16.9910,1.0000,0.1122,73.9000,1016,4000.0758,1.9384,4782.1587,18.3048,0.0501,2.0279,1.0000,37.3470,0.0331,459.9708,0.2579,144.9307,0.1211,5.0412,0.0037,1.4515,0.0024,82.5187,0.5722,1.4673,1.0000,0.3200,0.0012,0.0000,64.8623,0.3744,65.7116,0.6140,-20.2219,0.7603,134.2309,0.1323,4.4573,100.0000,100.1137,0.4176,0.7075,0.9793,12.0845,0.1186,1.0807,0.9994,60.8366,0.5483,1.7245,1.0000,4321.0000,27.2,67.7,23.0,58.5
2020-05-08,利群(新版)烟丝,037 ,3999.7065,3.9315,3946.0000,17.7078,0.6381,58.7908,0.7188,0.8305,0.9936,62.8954,0.4592,2.1018,1.0000,237.4000,4201.3926,4.5875,4701.3066,17.1208,0.1024,2.8620,1.0000,19.1647,0.0897,3.1041,1.0000,38.2293,0.1982,4.6598,1.0000,83.9780,0.3432,94.1000,55.8346,0.2443,2.9546,100.0000,0.0636,0.0578,28.4683,1.0000,0.0786,70.1000,1038,3999.7985,2.1802,4784.8911,18.3176,0.0540,1.9605,1.0000,37.3648,0.0196,460.0266,0.2986,145.0434,0.1227,5.0378,0.0035,1.4531,0.0026,82.7966,0.5727,1.6277,1.0000,0.3202,0.0014,0.0000,63.4542,0.8373,65.9503,0.8330,-20.3033,0.7222,133.2962,0.1392,6.4746,100.0000,100.0433,0.4819,0.6618,0.9612,12.1554,0.0749,2.0267,1.0000,61.2151,0.3590,2.5858,1.0000,4327.0000,27.4,67.7,22.9,58.3
2020-05-08,利群(新版)烟丝,038 ,3999.7170,3.5309,3949.0000,17.7141,0.7681,58.6192,0.9629,0.5605,0.9537,62.9202,0.2911,3.3439,1.0000,237.9000,4199.9352,4.2596,4697.1582,17.0554,0.1011,3.1144,1.0000,19.1539,0.0785,3.5928,1.0000,38.2417,0.2567,3.5817,1.0000,83.9475,0.3168,93.9500,54.1822,1.4413,0.5047,100.0000,0.0561,0.0470,35.0631,1.0000,0.0073,75.1000,1062,4000.0107,1.6311,4748.4927,18.3477,0.0484,2.3946,1.0000,37.3939,0.0176,459.9921,0.2645,144.9902,0.0977,5.0399,0.0022,1.4543,0.0024,82.7509,0.6767,1.3551,1.0000,0.3202,0.0013,0.0000,63.7208,0.9179,65.7804,0.8797,-20.3220,0.8415,132.3916,0.1032,7.7248,100.0000,100.0691,1.1299,0.2746,0.6230,12.1820,0.0866,1.8553,1.0000,61.2603,0.4086,2.2350,1.0000,4297.0000,27.4,67.8,23.0,57.2
2020-05-08,利群(新版)烟丝,039 ,4000.0114,4.1379,3950.0000,17.6607,0.7580,58.5974,0.9960,0.5346,0.9456,62.8482,0.3461,2.7431,1.0000,237.8000,4199.8488,4.7275,4699.5879,17.0056,0.1161,2.8550,1.0000,19.1671,0.1122,2.4745,1.0000,38.0150,0.2369,4.2001,1.0000,83.9297,0.5180,94.1000,54.5255,0.1922,4.3800,100.0000,0.0420,0.0774,21.3523,1.0000,0.1152,78.6000,1056,3999.8947,1.7252,4794.5269,18.3645,0.0446,2.7242,1.0000,37.3572,0.0181,459.9884,0.2723,144.9474,0.1075,5.0410,0.0030,1.4531,0.0028,82.3804,0.6944,1.1427,0.9997,0.3200,0.0010,0.0000,64.9966,0.3254,65.7101,0.8471,-20.2937,0.7650,132.7924,0.4830,1.9271,100.0000,99.9969,0.3040,1.0931,0.9990,12.1537,0.1120,1.3503,1.0000,61.3418,0.3757,2.3584,1.0000,4337.0000,27.4,67.8,22.9,57.9
2020-05-08,利群(新版)烟丝,040 ,4000.1016,3.8221,3947.0000,17.7043,0.6466,59.0307,0.5830,1.1611,0.9998,63.0146,0.4294,2.3175,1.0000,237.6000,4199.4642,4.5917,4705.2710,17.0418,0.1339,2.3854,1.0000,19.1640,0.1914,1.4559,1.0000,37.8054,0.2351,3.9776,1.0000,84.0221,0.1849,94.1500,54.5442,0.9912,0.8556,100.0000,0.0090,0.0247,67.3549,1.0000,0.0474,78.5000,1060,3999.8835,2.0159,4829.0190,18.4186,0.0520,2.6833,1.0000,37.3841,0.0172,460.0129,0.2210,144.9697,0.0850,5.0407,0.0023,1.4442,0.0023,82.6965,0.5185,1.7335,1.0000,0.3201,0.0015,0.0000,63.8987,0.9304,65.6672,0.9148,-20.2987,0.8862,132.1031,0.3187,2.1997,100.0000,100.0235,0.5036,0.6463,0.9527,12.1771,0.0958,1.6601,1.0000,61.5520,0.3349,2.4365,1.0000,4361.0000,27.4,67.9,23.1,57.7
2020-05-09,利群(新版)烟丝,041 ,3999.9652,4.1795,3950.0000,18.2397,0.6536,59.0919,0.8061,0.8650,0.9953,62.9199,0.1963,4.9582,1.0000,237.8000,4199.3279,4.5476,4695.7139,17.2964,0.1383,1.6958,1.0000,19.3218,0.3255,0.6945,0.9814,37.1826,0.9666,0.7527,0.9880,84.0287,0.1861,94.0000,54.1763,0.2284,3.1762,100.0000,0.0825,0.1382,11.8608,1.0000,0.0913,62.2000,344,3999.9856,1.7752,4787.7017,18.6202,0.0462,2.7403,1.0000,37.4301,0.0171,460.0269,0.2869,144.9739,0.1035,5.0406,0.0020,1.4551,0.0025,82.8047,0.5269,1.7743,1.0000,0.3202,0.0012,0.0000,63.8816,0.8792,65.5704,0.6885,-20.2497,0.6910,133.1015,0.2490,3.8802,100.0000,100.0125,0.1251,2.6312,1.0000,12.2027,0.0677,2.4485,1.0000,61.8005,0.3155,2.3238,1.0000,4320.0000,27.0,68.0,23.0,58.4
2020-05-09,利群(新版)烟丝,042 ,4000.0469,4.5726,3950.0000,18.0553,0.9105,59.5046,0.5608,1.4887,1.0000,63.0779,0.3816,2.5525,1.0000,237.8000,4200.1358,5.1679,4703.8931,17.0168,0.1316,2.4904,1.0000,19.2452,0.0975,2.5805,1.0000,37.4881,0.1262,6.5718,1.0000,84.0019,0.2403,94.1000,54.3498,0.4351,1.8002,100.0000,0.0634,0.0809,20.3403,1.0000,0.0235,80.2000,373,3999.9068,1.8195,4824.2554,18.5628,0.0510,2.8575,1.0000,37.3781,0.0160,459.9879,0.2545,144.9322,0.0900,5.0420,0.0021,1.4538,0.0024,82.6870,0.5033,1.7796,1.0000,0.3202,0.0012,0.0000,64.1101,0.8838,65.4583,0.8644,-20.3357,0.8437,131.8872,0.8955,0.7025,100.0000,100.0269,0.1569,2.0673,1.0000,12.2308,0.1084,1.4428,1.0000,61.6421,0.4644,1.6924,1.0000,4359.0000,26.8,67.8,22.8,59.3
2020-05-09,利群(新版)烟丝,043 ,4000.1674,3.4622,3947.0000,18.1038,0.7694,59.3476,0.5860,1.3354,1.0000,62.8941,0.3356,2.8746,1.0000,237.6000,4200.5139,4.7973,4701.6587,17.0295,0.1034,3.1286,1.0000,19.2802,0.0941,2.5498,1.0000,37.6265,0.1802,4.8585,1.0000,83.9405,0.2980,94.1500,54.8811,0.6091,1.5767,100.0000,0.0504,0.0663,24.8849,1.0000,0.1242,82.7000,390,3999.8955,1.7748,4800.9697,18.5655,0.0530,2.7327,1.0000,37.4235,0.0190,459.9838,0.2999,145.0659,0.1083,5.0360,0.0019,1.4538,0.0024,82.8612,0.4162,2.2915,1.0000,0.3199,0.0011,0.0000,64.9033,0.1959,65.4736,0.6683,-20.2576,0.8290,133.0709,0.3378,2.8904,100.0000,100.0266,0.1603,2.0241,1.0000,12.2081,0.1055,1.5542,1.0000,61.7698,0.2857,2.6020,1.0000,4337.0000,26.9,68.2,23.0,59.3
2020-05-09,利群(新版)烟丝,044 ,3999.9738,3.7704,3945.0000,18.1279,0.7430,59.3155,0.5757,1.3407,1.0000,62.8138,0.2275,4.1228,1.0000,237.5000,4199.5089,4.0601,4702.8687,17.0816,0.1030,2.9722,1.0000,19.2891,0.0863,2.7458,1.0000,37.7980,0.2729,3.4176,1.0000,84.0117,0.3847,94.1000,53.8816,0.4171,1.5037,100.0000,0.0136,0.0234,71.0313,1.0000,0.0453,79.4000,396,3999.9932,1.5785,4805.3833,18.5527,0.0480,3.1062,1.0000,37.4238,0.0158,459.9628,0.2553,145.1083,0.1000,5.0338,0.0023,1.4548,0.0021,83.0001,0.4157,2.4055,1.0000,0.3199,0.0011,0.0000,65.2035,0.1369,65.7987,0.6945,-20.2344,0.6792,133.0629,0.2332,4.1983,100.0000,100.0391,0.1932,1.6579,1.0000,12.2153,0.0651,2.4818,1.0000,61.6029,0.3147,2.5390,1.0000,4344.0000,26.9,67.9,23.0,59.4
2020-05-09,利群(新版)烟丝,045 ,4000.0650,3.8188,3950.0000,17.8542,0.7710,59.3663,0.6199,1.2724,0.9999,62.8524,0.3168,3.0013,1.0000,237.7000,4200.1172,4.4324,4700.5547,16.9729,0.1189,2.8795,1.0000,19.2863,0.0804,2.9590,1.0000,37.8468,0.2973,3.1918,1.0000,84.0067,0.1808,94.0000,54.6114,0.2918,2.9831,100.0000,0.0775,0.0800,20.5104,1.0000,0.0118,84.8000,954,3999.9886,2.0870,4784.8994,18.5649,0.0560,2.5899,1.0000,37.3631,0.0262,459.9622,0.2769,145.0823,0.1246,5.0353,0.0032,1.4525,0.0023,83.2598,0.6987,1.3073,1.0000,0.3198,0.0010,0.0000,65.1469,0.1235,65.9458,0.5990,-20.1670,0.7361,134.6418,0.6296,0.7191,100.0000,100.0234,0.3097,1.0511,0.9987,12.2151,0.0894,1.8080,1.0000,60.9546,0.7549,1.3046,0.9999,4320.0000,27.0,67.9,23.0,59.7
