日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2018-01-02,利群(新版)烟丝,001 ,3500.6587,4.6963,3952.1819,17.9763,0.9071,48.9919,0.7269,0.9209,0.9971,60.0673,0.4147,2.3572,1.0000,219.1000,3999.9062,3.3638,4697.0205,16.6461,0.1166,3.8702,1.0000,19.0543,0.3349,0.7423,0.9869,38.0743,0.4471,2.1811,1.0000,80.0379,0.4167,94.0500,54.9918,0.3105,5.3594,100.0000,0.0575,0.0772,21.3458,1.0000,0.1167,115.9000,4099.6808,3.0471,4804.5967,18.7198,0.0567,2.8220,1.0000,72.4089,0.2241,3.2040,0.0055,82.2203,0.2368,2.5050,1.0000,99.9909,0.1240,2.6640,1.0000,11.9163,0.1073,1.2936,0.9999,50.2224,0.7944,0.5129,0.9381,4382.9556,27.1,67.5,24.0,58.3
2018-01-02,利群(新版)烟丝,002 ,3499.9528,4.6490,3944.8003,17.9972,0.8371,49.3291,0.6981,0.7979,0.9917,59.9705,0.2837,3.4906,1.0000,218.8000,3999.9862,3.2188,4718.5547,16.7293,0.1181,3.5851,1.0000,19.0960,0.1189,1.9731,1.0000,37.9749,0.2702,3.6694,1.0000,80.0305,0.3563,94.5000,53.6434,0.4165,2.9162,100.0000,0.0581,0.0691,23.8409,1.0000,0.1366,109.6000,4100.2692,3.4462,4834.5044,18.6672,0.0665,2.3409,1.0000,72.6797,0.2494,3.2020,0.0053,81.8671,0.3679,1.9324,1.0000,99.9986,0.1647,2.0213,1.0000,11.8362,0.0864,1.2974,1.0000,48.6331,0.5849,0.0000,0.2652,4409.1914,27.1,67.1,23.7,57.9
2018-01-02,利群(新版)烟丝,003 ,3500.2421,5.0770,3963.2781,18.1429,0.8325,49.6575,0.5827,0.7680,0.9894,60.0793,0.3747,2.5980,1.0000,219.8000,3999.9339,3.3081,4700.6646,16.6826,0.1015,4.3265,1.0000,19.1095,0.1202,1.9154,1.0000,37.9226,0.2079,4.6866,1.0000,79.9418,0.4059,94.0000,55.0845,0.7787,2.1042,100.0000,0.0573,0.0771,21.3677,1.0000,0.0141,110.4000,4099.9132,3.3794,4790.4272,18.6627,0.0469,3.2875,1.0000,72.8332,0.2990,3.2056,0.0071,82.2994,0.3008,1.8843,1.0000,100.0078,0.2431,1.3606,1.0000,11.9248,0.1035,1.3680,1.0000,49.9477,0.5918,0.5338,0.9454,4370.9209,27.0,67.5,24.2,58.7
2018-01-03,利群(新版)烟丝,004 ,3500.3310,5.1099,3966.9548,18.4430,0.7676,49.2391,0.5638,1.0410,0.9991,60.0042,0.4396,2.2717,1.0000,220.7000,3999.8262,3.2934,4712.5391,17.0786,0.0998,3.0780,1.0000,19.1175,0.1250,1.8201,1.0000,38.1760,0.2228,4.2243,1.0000,80.0359,0.4610,94.2500,55.7508,0.1906,7.4332,100.0000,0.0436,0.0469,35.2102,1.0000,0.0008,93.1000,4100.0631,3.4349,4836.1763,18.7722,0.0530,2.6923,1.0000,72.7670,0.2973,3.2042,0.0080,82.2276,0.2407,2.4547,1.0000,100.0033,0.1893,1.7549,1.0000,12.0263,0.0658,2.4012,1.0000,49.8482,0.4074,0.6940,0.9813,4414.9624,27.1,66.1,24.2,59.0
2018-01-03,利群(新版)烟丝,005 ,3499.7129,4.5508,3962.8530,18.2487,0.9588,48.9937,0.7912,0.8452,0.9944,59.8556,0.6292,1.5128,1.0000,219.6000,4000.3238,3.1061,4719.2192,16.7426,0.0978,4.2851,1.0000,19.2723,0.2329,0.7554,0.9883,38.2446,0.1831,5.0155,1.0000,79.9642,0.4643,94.5000,56.3778,0.6378,1.8930,100.0000,0.0484,0.0597,27.6460,1.0000,0.1225,107.3000,4099.9515,3.2444,4877.0718,18.7928,0.0704,1.9271,1.0000,72.8531,0.2463,3.2058,0.0056,81.5487,0.2377,3.4370,1.0000,99.9876,0.2194,1.5005,1.0000,12.0656,0.0607,2.3837,1.0000,49.2964,0.5078,0.1946,0.7203,4451.5835,27.1,67.4,24.3,58.9
2018-01-03,利群(新版)烟丝,006 ,3500.3153,5.0059,3958.3435,18.4603,0.8927,48.8898,0.6624,1.0619,0.9993,60.0200,0.3982,2.4944,1.0000,219.3000,3999.9508,2.9152,4712.8872,16.8877,0.1018,3.6426,1.0000,19.1382,0.1186,1.8607,1.0000,37.8166,0.1999,4.6971,1.0000,79.9898,0.5147,94.3000,55.7698,0.3512,4.0150,100.0000,0.0472,0.0572,28.8684,1.0000,0.0448,96.7000,4100.0900,2.8719,4825.4482,18.6682,0.0558,2.7949,1.0000,72.5717,0.2514,3.2063,0.0053,81.8490,0.4378,1.6377,1.0000,100.4211,0.3937,0.4902,0.9291,11.8459,0.0589,1.9591,1.0000,48.8251,0.4378,0.0000,0.3448,4403.8994,27.1,68.5,23.8,58.3
2018-01-03,利群(新版)烟丝,007 ,3500.3675,5.0967,3964.1169,18.2434,0.9920,49.0360,0.6164,1.0621,0.9993,60.0098,0.3830,2.6024,1.0000,219.7000,3999.8659,3.2116,4711.9282,16.6881,0.1081,4.0471,1.0000,19.1797,0.1061,1.9479,1.0000,37.9680,0.1983,4.9880,1.0000,79.9710,0.3853,94.3000,53.2749,0.4679,2.3330,100.0000,0.0460,0.0580,28.4555,1.0000,0.0652,110.3000,4099.6362,3.1540,4835.8394,18.6322,0.0523,2.7569,1.0000,72.6134,0.1843,3.2078,0.0095,82.2571,0.2730,2.1283,1.0000,100.0078,0.1851,1.7872,1.0000,11.8609,0.0578,2.0826,1.0000,50.3182,0.2581,1.7025,1.0000,4414.4209,27.0,67.4,24.0,58.3
2018-01-04,利群(新版)烟丝,008 ,3499.8843,4.5581,3960.7087,18.3381,0.8272,48.6116,0.6272,1.2693,0.9999,60.0534,0.4984,1.9708,1.0000,219.5000,4000.0565,3.4396,4712.4639,16.9852,0.1275,2.6531,1.0000,19.1253,0.1303,1.7267,1.0000,37.8086,0.5534,1.6919,1.0000,79.9575,0.4941,94.3500,54.7047,0.1272,12.3247,100.0000,0.0484,0.0523,31.5777,1.0000,0.1069,94.4000,4100.1328,3.0133,4844.2544,18.8363,0.0573,2.1164,1.0000,72.5252,0.2526,3.2069,0.0080,82.3700,0.2828,1.9211,1.0000,99.9977,0.1983,1.6767,1.0000,12.0042,0.0805,2.0542,1.0000,50.6669,0.4291,1.2950,0.9999,4419.3540,27.0,67.8,23.9,59.1
2018-01-04,利群(新版)烟丝,009 ,3499.6049,5.2404,3970.5564,18.5376,0.7387,48.9694,0.6246,1.0836,0.9994,59.9555,0.5091,1.9351,1.0000,220.3000,4000.2039,3.8979,4710.0859,17.0837,0.1016,3.0067,1.0000,19.1755,0.1623,1.2823,0.9999,37.7562,0.1900,4.8354,1.0000,79.9950,0.3082,94.2000,55.9477,0.3364,4.0154,100.0000,0.0590,0.0799,20.6253,1.0000,0.0018,83.2000,4099.8203,3.0475,4758.5186,18.5638,0.0445,2.7235,1.0000,72.4731,0.2516,3.2054,0.0074,81.7563,0.2605,2.8715,1.0000,100.0007,0.2463,1.3523,1.0000,11.9223,0.0640,2.1987,1.0000,50.3436,0.6470,0.6923,0.9811,4351.5649,26.8,67.6,23.7,58.6
2018-01-04,利群(新版)烟丝,010 ,3500.3008,26.1753,3970.3552,18.5291,0.9024,49.2780,0.7311,0.7851,0.9907,59.9813,0.4931,2.0155,1.0000,220.0000,3898.8724,393.7975,4724.0361,17.0226,0.7304,0.4460,0.9095,19.1057,0.1750,1.3228,1.0000,37.8988,0.3932,2.4574,1.0000,77.6646,9.2864,94.4500,55.5954,0.7955,1.8456,100.0000,0.0616,0.0783,21.0136,1.0000,0.0325,83.5000,4100.1167,2.9070,4888.6353,18.6915,0.0536,3.0569,1.0000,72.3404,0.2555,3.2018,0.0131,82.0266,0.2187,3.0080,1.0000,99.9903,0.2882,1.1453,0.9995,11.9348,0.0812,1.7842,1.0000,50.5666,0.2986,1.7490,1.0000,4469.1025,26.5,67.8,23.7,58.3
