日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风风速均值,kld烘丝热风风速SD,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2019-02-19,利群(新版)烟丝,021 ,3499.9278,3.9155,3997.0925,18.5046,0.7873,48.8854,0.7569,0.9313,0.9974,59.8231,0.5622,1.6740,1.0000,220.4000,4000.0254,4.0977,4708.1626,16.9631,0.1119,3.0899,1.0000,19.1360,0.0782,2.8307,1.0000,38.1725,0.1242,7.5868,1.0000,79.8999,0.6216,94.1500,55.2778,0.2535,6.2084,100.0000,0.0856,0.1564,10.4770,1.0000,0.0141,66.5000,4099.9271,2.6168,4785.3218,18.6680,0.0545,2.8642,1.0000,73.4522,0.0552,3.2019,0.0048,81.0918,0.3410,2.8429,1.0000,1623.0037,35.3703,99.9950,0.2243,1.4786,1.0000,11.9082,0.0832,1.2344,0.9999,50.6434,0.1863,2.9407,1.0000,4388.8135,26.7,66.8,23.8,55.9
2019-02-20,利群(新版)烟丝,022 ,3499.8405,4.5165,4003.7668,18.5186,0.6538,48.9008,0.6953,1.0064,0.9987,59.8072,0.5799,1.6136,1.0000,220.8000,4000.1603,3.8971,4712.1538,16.9389,0.1179,3.0001,1.0000,19.1432,0.0830,2.6377,1.0000,38.1379,0.1629,5.8581,1.0000,79.8793,0.6732,94.3000,54.3316,0.3335,4.3294,100.0000,0.1143,0.2396,6.7966,1.0000,0.0604,67.7000,4099.9710,2.3444,4867.5947,18.6936,0.0556,2.9572,1.0000,73.4396,0.0000,3.2024,0.0031,80.8270,0.2504,3.7632,1.0000,1624.4275,32.9764,99.9984,0.2752,1.2091,0.9997,11.9191,0.0677,1.5715,1.0000,50.5053,0.3261,1.5388,1.0000,4462.1968,26.6,68.5,23.8,55.9
2019-02-20,利群(新版)烟丝,023 ,3500.2787,3.8733,3994.6685,18.4917,0.7730,48.4122,0.8258,1.0445,0.9991,59.9784,0.3034,3.2720,1.0000,220.2000,4000.1462,3.8016,4697.6841,17.0558,0.1256,2.5066,1.0000,19.0420,0.0617,4.0939,1.0000,37.7373,0.1546,5.9037,1.0000,79.8619,0.6789,94.0000,53.9669,0.4442,2.9769,100.0000,0.0864,0.1761,9.2984,1.0000,0.0493,60.9000,4099.8805,2.4367,4781.4580,18.5548,0.0632,1.8720,1.0000,73.3952,0.1605,3.1983,0.0070,80.9734,0.4136,2.3965,1.0000,1631.4786,33.2211,99.9845,0.2749,1.1937,0.9997,11.9383,0.0779,1.4468,1.0000,50.1060,0.1801,2.0466,1.0000,4395.5527,26.8,68.6,23.5,55.9
2019-02-20,利群(新版)烟丝,024 ,3499.8574,4.4512,3996.3835,18.5838,0.7494,48.7155,0.6899,1.1037,0.9995,59.9984,0.3028,3.3005,1.0000,220.7000,3999.4534,3.9675,4693.5464,17.1430,0.1194,2.3924,1.0000,19.1197,0.0683,3.3185,1.0000,37.9869,0.3958,2.5155,1.0000,79.9477,0.4461,93.8000,56.6529,0.3783,2.9491,100.0000,0.0788,0.1673,9.8043,1.0000,0.0756,56.7000,4100.3076,2.9187,4862.4634,18.6843,0.0536,3.0120,1.0000,73.1507,0.0436,3.2014,0.0054,80.6127,0.2396,3.6345,1.0000,1637.9898,35.5028,99.9958,0.2764,1.2010,0.9997,11.9815,0.0801,1.5873,1.0000,49.9520,0.1985,1.5990,1.0000,4465.0630,26.7,68.7,23.5,56.1
2019-02-20,利群(新版)烟丝,025 ,3499.8805,4.3779,3996.6692,18.5142,0.8036,48.6392,0.6245,1.2600,0.9999,59.9797,0.3548,2.7993,1.0000,220.5000,4000.4130,3.6693,4700.1919,16.8734,0.1200,3.1284,1.0000,19.1527,0.0887,2.4329,1.0000,38.4072,0.0890,9.7159,1.0000,79.8712,0.5911,94.1000,54.2581,0.3121,4.5478,100.0000,0.1008,0.2669,6.1181,1.0000,0.1023,69.5000,4099.6715,2.1065,4805.4399,18.6982,0.0496,3.3487,1.0000,73.3590,0.0466,3.2026,0.0053,81.6281,0.1746,4.5288,1.0000,1580.9023,34.3398,100.0077,0.2604,1.2702,0.9999,11.9392,0.0524,2.1589,1.0000,50.1009,0.2512,1.4610,1.0000,4398.3726,26.7,67.5,23.2,56.1
2019-02-20,利群(新版)烟丝,026 ,3500.2376,4.6820,3999.5215,18.5644,0.7033,48.2535,0.6875,1.3316,1.0000,59.9846,0.3476,2.8621,1.0000,220.6000,3999.9427,4.2204,4704.6714,17.0246,0.1361,2.3898,1.0000,19.2604,0.1234,1.4572,1.0000,38.4823,0.1236,6.7878,1.0000,79.8194,1.1017,94.1000,54.5432,0.2697,5.6154,100.0000,0.1054,0.2307,7.0726,1.0000,0.0070,67.8000,4099.8992,2.1764,4825.0610,18.6925,0.0560,2.9335,1.0000,73.3109,0.0085,3.2095,0.0037,81.7113,0.2539,3.0053,1.0000,1575.9115,34.7712,99.9905,0.1714,1.9260,1.0000,11.8843,0.0688,1.3767,1.0000,50.5613,0.2543,2.0467,1.0000,4421.7471,26.9,67.6,23.5,56.0
2019-02-20,利群(新版)烟丝,027 ,3500.3542,4.3643,4002.3972,18.4874,0.6846,48.4615,0.6435,1.3149,1.0000,59.8539,0.4532,2.0989,1.0000,220.7000,4000.5657,3.8470,4719.4409,17.0040,0.1112,2.9851,1.0000,19.2068,0.1057,1.8705,1.0000,38.4341,0.1833,4.6663,1.0000,79.9182,0.5644,94.4500,54.4093,0.4663,3.1523,100.0000,0.0853,0.1973,8.3033,1.0000,0.0648,69.9000,4100.0733,2.1998,4861.1675,18.6470,0.0601,2.4810,1.0000,73.2564,0.0414,3.1978,0.0063,81.3578,0.2439,3.6104,1.0000,1581.8856,38.3738,99.9822,0.3191,1.0260,0.9982,11.8139,0.0543,1.3123,1.0000,50.3665,0.2329,1.9556,1.0000,4451.4941,26.8,68.5,23.8,55.9
2019-02-21,利群(新版)烟丝,028 ,3500.4655,4.5728,3994.7546,18.6755,0.6553,48.0801,0.8476,1.1483,0.9996,60.0701,0.6040,1.6170,1.0000,220.6000,3999.6271,4.0761,4692.1489,17.1773,0.1143,2.3996,1.0000,19.0436,0.0775,3.2543,1.0000,38.1889,0.2074,4.5187,1.0000,79.8594,0.9406,93.9500,55.4017,0.3282,4.6698,100.0000,0.1079,0.2666,6.1173,1.0000,0.1140,54.9000,4100.3406,2.7081,4757.6982,18.5101,0.0625,1.6537,1.0000,73.4101,0.1088,3.2047,0.0083,81.1822,0.3040,3.0894,1.0000,1552.2329,28.0192,100.0088,0.2794,1.1825,0.9997,11.9251,0.0611,1.7748,1.0000,51.4437,0.2350,3.4668,1.0000,4371.7974,26.9,68.0,22.4,55.9
2019-02-21,利群(新版)烟丝,029 ,3499.4961,17.0857,3994.4111,18.4620,0.6511,48.6269,0.6727,1.1758,0.9998,59.9178,0.4347,2.2372,1.0000,220.3000,3999.9131,3.8233,4703.8320,17.0547,0.1140,2.7633,1.0000,19.0324,0.1308,1.9562,1.0000,38.2188,0.2257,4.1075,1.0000,79.8822,0.6573,94.1500,55.5829,0.2830,5.2026,100.0000,0.0770,0.1559,10.5266,1.0000,0.0780,61.2000,4099.9856,2.2922,4875.8706,18.5604,0.0544,2.2076,1.0000,73.2700,0.0626,3.1971,0.0083,81.2587,0.2104,4.3436,1.0000,1547.0684,30.1132,100.0083,0.2530,1.3063,0.9999,12.0205,0.0508,2.7578,1.0000,51.9202,0.2193,4.4381,1.0000,4489.9487,26.8,67.9,22.3,56.1
2019-02-21,利群(新版)烟丝,030 ,3500.0182,4.2686,3996.1135,18.4550,0.6184,48.6492,0.7059,1.1101,0.9996,59.8774,0.3891,2.4647,1.0000,220.4000,4000.7115,4.2339,4702.9624,16.9950,0.1109,3.0195,1.0000,19.1038,0.1003,2.3145,1.0000,37.9441,0.2595,3.7825,1.0000,79.8789,0.6054,94.1500,55.5700,0.7412,1.9923,100.0000,0.0936,0.2182,7.4941,1.0000,0.0965,63.1000,4099.9830,2.5901,4794.0210,18.6705,0.0514,3.0501,1.0000,73.3820,0.0295,3.1995,0.0042,81.2484,0.4116,2.2286,1.0000,1617.4711,34.4364,100.0189,0.2656,1.2312,0.9998,12.0390,0.0693,2.1104,1.0000,49.2462,0.2950,0.2782,0.7980,4403.8286,26.7,69.0,22.2,56.1
2019-02-21,利群(新版)烟丝,031 ,3499.5953,4.5400,3997.8701,18.4261,0.8569,48.5618,0.6652,1.2217,0.9999,60.0722,0.3817,2.5569,1.0000,220.5000,4000.0454,3.7458,4698.5952,16.8872,0.1067,3.4747,1.0000,19.1768,0.0956,2.1720,1.0000,37.9365,0.4589,2.1332,1.0000,79.9304,0.5267,94.0000,54.3908,0.2430,6.0224,100.0000,0.0862,0.1860,8.8048,1.0000,0.0299,67.5000,4100.0077,2.0949,4811.1147,18.7565,0.0465,3.1823,1.0000,73.2815,0.0285,3.2044,0.0032,81.5281,0.2024,4.0710,1.0000,1580.2851,38.4461,99.9996,0.2966,1.1234,0.9993,11.9694,0.0715,1.7227,1.0000,49.9993,0.2940,1.1332,0.9997,4414.0244,26.9,68.4,22.3,56.1
2019-02-21,利群(新版)烟丝,032 ,3500.2274,4.5789,3996.2424,18.4738,0.8718,48.4550,0.6730,1.2606,0.9999,59.8900,0.4881,1.9737,1.0000,220.5000,3999.7023,3.8340,4704.9307,16.9248,0.1223,2.9315,1.0000,19.2013,0.0933,2.1385,1.0000,37.8359,0.1860,5.0816,1.0000,79.8909,0.5579,94.1500,54.1464,0.2612,5.2906,100.0000,0.0877,0.1824,8.9789,1.0000,0.0546,68.4000,4099.9377,2.0833,4843.0645,18.7862,0.0561,2.4587,1.0000,73.2428,0.0240,3.2092,0.0036,81.3390,0.2659,3.3356,1.0000,1581.5038,35.8666,99.9951,0.1901,1.7451,1.0000,11.9633,0.0797,1.5205,1.0000,50.2711,0.2840,1.4919,1.0000,4442.8584,26.8,67.8,22.4,56.4
2019-02-21,利群(新版)烟丝,033 ,3500.3265,4.2936,4004.6753,18.4555,0.8605,48.6486,0.5698,1.3757,1.0000,59.9776,0.3493,2.8412,1.0000,221.1000,3999.8817,3.7718,4708.2725,16.8778,0.1202,3.1109,1.0000,19.1690,0.1207,1.7431,1.0000,37.7459,0.1702,5.3780,1.0000,79.9576,0.5718,94.2500,54.7852,0.5404,2.9516,100.0000,0.0823,0.1666,9.8389,1.0000,0.0898,69.3000,4099.6298,2.0919,4834.5381,18.7154,0.0606,2.6670,1.0000,73.2213,0.0000,3.2043,0.0031,81.1569,0.2480,3.8212,1.0000,1579.7616,28.1667,99.9997,0.2392,1.3933,1.0000,12.0164,0.0613,2.2650,1.0000,50.2606,0.2202,1.9082,1.0000,4440.5576,26.9,67.7,22.5,56.2
2019-02-22,利群(新版)烟丝,034 ,3499.8856,4.7013,3996.1484,18.5351,0.7681,47.4625,0.8656,0.9483,0.9978,60.0803,0.5036,1.9326,1.0000,220.4000,4000.3423,3.7318,4691.1270,17.0769,0.1178,2.6117,1.0000,19.1065,0.0912,2.5361,1.0000,38.1831,0.5268,1.7824,1.0000,79.8521,0.7662,93.8500,55.7377,0.3153,4.5067,100.0000,0.1200,0.2870,5.6668,1.0000,0.0293,60.5000,4100.2132,2.5140,4804.2612,18.6887,0.0583,2.7947,1.0000,73.3897,0.0037,3.2036,0.0033,80.5615,0.4684,1.8227,1.0000,1612.2500,38.1281,100.0079,0.2536,1.3043,0.9999,11.8926,0.0646,1.5089,1.0000,50.3484,0.2157,2.0836,1.0000,4407.2705,26.9,67.7,22.6,56.4
2019-02-22,利群(新版)烟丝,035 ,3500.0807,4.2875,3996.4346,18.5110,0.9000,48.2720,0.6831,1.3312,1.0000,59.9133,0.3785,2.5658,1.0000,220.7000,3999.9839,4.3521,4699.2930,16.9722,0.1281,2.6754,1.0000,19.0921,0.0888,2.6558,1.0000,38.0859,0.5095,1.9064,1.0000,79.8841,0.7778,94.0500,55.9188,0.7043,1.9316,100.0000,0.1036,0.2389,6.8318,1.0000,0.0682,65.9000,4100.0954,2.3776,4790.5049,18.6653,0.0470,3.3006,1.0000,73.3252,0.0326,3.2005,0.0043,80.9139,0.2260,4.2980,1.0000,1628.3041,35.3012,100.0038,0.3139,1.0577,0.9986,11.9672,0.0976,1.2534,0.9999,49.9374,0.2446,1.2776,0.9999,4406.6230,26.8,67.5,22.6,56.3
2019-02-22,利群(新版)烟丝,036 ,3500.0117,4.7709,3996.3257,18.4072,0.6777,48.6391,0.7347,1.0711,0.9993,59.8922,0.3635,2.6523,1.0000,220.5000,3999.8277,3.7326,4700.2935,16.9898,0.1163,2.8944,1.0000,19.1266,0.1360,1.6502,1.0000,38.3370,0.1327,6.6885,1.0000,79.9004,0.6326,94.1000,56.2812,0.2344,5.2885,100.0000,0.1074,0.2479,6.5801,1.0000,0.1001,64.9000,4099.7815,2.0959,4823.1021,18.6705,0.0501,3.1312,1.0000,73.2941,0.0201,3.2040,0.0031,81.0169,0.2838,3.5040,1.0000,1623.5169,40.5689,99.9996,0.3011,1.1066,0.9991,11.9781,0.0553,2.2801,1.0000,49.9414,0.2124,1.4773,1.0000,4432.7930,26.9,67.8,22.7,56.1
2019-02-22,利群(新版)烟丝,037 ,3500.1186,4.3349,3999.3755,18.4456,0.7643,48.9620,0.6136,1.1070,0.9996,59.8700,0.4424,2.1625,1.0000,220.6000,3999.8254,3.7455,4704.4106,16.9162,0.1175,3.0745,1.0000,19.1179,0.1144,1.9870,1.0000,38.3983,0.0977,8.8733,1.0000,79.9131,0.6588,94.1500,55.7289,0.4917,2.8954,100.0000,0.0965,0.2178,7.5029,1.0000,0.0657,68.9000,4099.7916,2.3205,4875.9053,18.6789,0.0430,3.7105,1.0000,73.2221,0.0437,3.2029,0.0052,81.2325,0.2205,4.1828,1.0000,1620.7197,36.3410,100.0033,0.3348,0.9923,0.9972,12.0177,0.0666,2.0900,1.0000,49.7842,0.2379,1.0989,0.9995,4489.5093,26.9,67.6,22.7,56.4
2019-02-22,利群(新版)烟丝,038 ,3500.2466,11.5608,3995.2920,18.2977,0.8809,48.5726,0.6214,1.3021,1.0000,59.8930,0.4698,2.0528,1.0000,221.0000,4000.2853,3.8840,4694.1494,16.8663,0.1102,3.4297,1.0000,19.0811,0.0880,2.7236,1.0000,38.0922,0.1150,8.4305,1.0000,79.9139,0.5748,93.9000,56.2566,0.2396,5.2086,100.0000,0.0929,0.2106,7.7679,1.0000,0.0181,69.6000,4099.7109,2.3205,4773.0728,18.6621,0.0474,3.2488,1.0000,73.6157,0.1290,3.2049,0.0080,81.6827,0.3955,1.9531,1.0000,1633.4425,39.5298,99.9982,0.2185,1.5226,1.0000,12.2294,0.1120,1.1027,0.9995,48.1855,0.6431,0.0000,0.1027,4371.1899,26.9,67.2,22.6,56.5
2019-02-22,利群(新版)烟丝,039 ,3499.6857,4.4426,4001.7356,18.4525,0.7686,48.7882,0.6088,1.2110,0.9999,59.8874,0.4338,2.2189,1.0000,220.7000,4000.3669,3.8072,4706.2085,17.0049,0.1055,3.1426,1.0000,19.0569,0.0796,3.1118,1.0000,37.9536,0.2455,4.0108,1.0000,79.8776,0.6130,94.1000,54.4899,0.4189,3.5725,100.0000,0.0857,0.1753,9.3456,1.0000,0.0257,60.6000,4099.9140,1.9853,4808.3750,18.6726,0.0501,3.1462,1.0000,73.2551,0.0524,3.2039,0.0080,82.6035,0.2044,2.2769,1.0000,1566.1878,37.0231,100.0079,0.2877,1.1493,0.9995,11.8141,0.0618,1.1543,0.9997,49.6811,0.3145,0.7220,0.9848,4393.9189,26.7,67.7,22.6,56.3
2019-02-22,利群(新版)烟丝,040 ,3499.9814,4.5191,3997.2495,18.3604,0.8999,48.2486,0.5136,1.7857,1.0000,59.9155,0.3920,2.4790,1.0000,220.6000,4000.0569,3.4902,4695.9976,17.0067,0.1092,3.0327,1.0000,19.1302,0.0857,2.6039,1.0000,37.8328,0.1361,6.9363,1.0000,79.8809,0.5982,93.9000,54.3398,0.2371,6.1021,100.0000,0.0940,0.2155,7.5898,1.0000,0.0212,62.6000,4099.6992,2.2847,4822.4873,18.6993,0.0643,2.5874,1.0000,73.4114,0.0202,3.2004,0.0044,81.8948,0.2656,2.6420,1.0000,1568.5234,33.7554,99.9891,0.2601,1.2677,0.9999,11.8510,0.0937,0.8925,0.9963,49.9350,0.2736,1.1389,0.9997,4420.2246,26.9,68.1,22.7,56.9
2019-02-22,利群(新版)烟丝,041 ,3500.4885,4.6122,3996.7192,18.3642,0.7477,48.3354,0.7334,1.2111,0.9999,59.9455,0.5166,1.9005,1.0000,220.4000,4000.0492,3.8231,4706.9424,16.8908,0.1276,2.8967,1.0000,19.1520,0.0705,3.0616,1.0000,37.9024,0.1460,6.6246,1.0000,79.9271,0.6079,94.2000,54.5906,0.9180,1.6669,100.0000,0.0820,0.1903,8.6146,1.0000,0.0650,70.0000,4100.4131,1.9767,4836.9824,18.6801,0.0490,3.2639,1.0000,73.2018,0.0339,3.1982,0.0052,82.3435,0.1664,3.3176,1.0000,1565.1298,37.7155,99.9927,0.3069,1.0782,0.9989,11.8407,0.0928,0.8645,0.9953,50.2290,0.2237,1.8313,1.0000,4436.6226,26.7,67.7,22.6,56.7
2019-02-22,利群(新版)烟丝,042 ,3500.2820,4.6201,4000.1819,18.4068,0.7545,48.3124,0.6760,1.3253,1.0000,59.9253,0.2993,3.2575,1.0000,220.6000,3999.6916,3.9659,4716.1982,16.9268,0.1236,2.8944,1.0000,19.1469,0.1076,2.0232,1.0000,37.9088,0.2066,4.6921,1.0000,79.9015,0.6038,94.3500,54.4638,0.4128,3.6048,100.0000,0.1029,0.2419,6.7494,1.0000,0.0276,69.7000,4099.8328,2.0827,4844.7456,18.6933,0.0569,2.8918,1.0000,73.2125,0.0284,3.2013,0.0047,81.9484,0.2572,2.6589,1.0000,1560.6583,34.1826,100.0054,0.3236,1.0243,0.9980,11.8467,0.0920,0.8941,0.9963,50.1493,0.3056,1.2536,0.9999,4441.2646,26.8,68.3,22.7,56.4
2019-02-23,利群(新版)烟丝,043 ,3500.3475,4.6371,3996.5032,18.6143,0.8502,47.9325,0.7312,1.3368,1.0000,60.1596,0.4421,2.1417,1.0000,220.6000,4000.0823,3.9496,4688.4360,17.1852,0.1111,2.4451,1.0000,19.1163,0.1643,1.3875,1.0000,37.5916,0.3691,2.3402,1.0000,79.8655,0.7294,93.8500,54.9509,0.3661,4.5073,100.0000,0.1068,0.2258,7.2227,1.0000,0.0867,54.6000,4099.9339,2.3379,4842.9019,18.7274,0.0533,2.9580,1.0000,73.2243,0.1026,3.1990,0.0066,81.5923,0.1533,5.2353,1.0000,1564.8961,36.4722,99.9944,0.3000,1.1050,0.9991,11.9012,0.0706,1.4222,1.0000,50.1458,0.2605,1.4662,1.0000,4444.3564,27.0,68.3,22.7,56.5
2019-02-23,利群(新版)烟丝,044 ,3500.1770,4.7814,3996.7646,18.6552,0.7596,48.4647,0.6665,1.2679,0.9999,60.0031,0.3422,2.9192,1.0000,220.4000,4000.1215,4.4786,4707.7388,17.1191,0.1157,2.5382,1.0000,19.0903,0.1015,2.3299,1.0000,38.3769,0.1115,7.8434,1.0000,79.8999,0.5943,94.2000,54.5191,0.4900,3.0740,100.0000,0.0952,0.2097,7.7956,1.0000,0.0480,59.0000,4100.2285,2.1957,4822.7671,18.6571,0.0560,2.7189,1.0000,73.2160,0.0165,3.2008,0.0050,81.3680,0.3101,2.8289,1.0000,1570.9674,35.7240,99.9896,0.3246,1.0163,0.9979,11.7739,0.0795,0.7294,0.9857,50.1452,0.3070,1.2434,0.9999,4423.3818,26.8,67.3,22.8,56.7
2019-02-23,利群(新版)烟丝,045 ,3500.1576,4.5741,3995.2415,18.6489,0.7913,48.6572,0.7009,1.1142,0.9996,59.9469,0.4117,2.3862,1.0000,220.4000,3999.6177,3.4708,4698.7388,17.0184,0.1301,2.5149,1.0000,19.1105,0.0709,3.2417,1.0000,38.4988,0.1302,6.4056,1.0000,79.9643,0.5591,94.0500,55.4710,0.2540,5.9435,100.0000,0.1052,0.2121,7.6935,1.0000,0.0800,63.5000,4099.9800,2.5547,4805.6255,18.7057,0.0424,3.8905,1.0000,73.1356,0.0000,3.2079,0.0037,81.3020,0.2113,4.2562,1.0000,1574.1949,33.8628,100.0163,0.3722,0.8809,0.9927,11.8275,0.0761,0.9971,0.9986,50.1841,0.2429,1.6248,1.0000,4412.8970,26.9,67.8,22.8,56.5
2019-02-23,利群(新版)烟丝,046 ,3500.0291,4.4520,3997.6365,18.4202,0.7071,48.9811,0.5882,1.1440,0.9997,60.0040,0.4623,2.1604,1.0000,220.5000,3999.2515,3.5493,4698.9663,16.8132,0.1240,3.1896,1.0000,19.1112,0.0728,3.1549,1.0000,38.1178,0.2987,3.2164,1.0000,79.8953,0.6641,94.0000,54.6292,0.4559,3.3844,100.0000,0.0871,0.1788,9.1572,1.0000,0.0220,73.6000,4099.9359,2.2473,4844.8828,18.6994,0.0479,3.4748,1.0000,73.1507,0.0910,3.1992,0.0077,81.0221,0.2873,3.4551,1.0000,1575.0605,38.4711,100.0009,0.3100,1.0743,0.9987,11.8463,0.0887,0.9251,0.9972,50.3115,0.1904,2.2963,1.0000,4448.0967,26.8,67.8,22.8,56.6
2019-02-23,利群(新版)烟丝,047 ,3500.2902,4.6857,3998.6863,18.4432,0.7305,48.9932,0.5918,1.1303,0.9997,59.9837,0.4624,2.1507,1.0000,220.6000,3999.8692,3.6223,4694.9692,16.9103,0.1166,3.1149,1.0000,19.1231,0.0754,2.9922,1.0000,37.9369,0.1656,5.9111,1.0000,79.9557,0.5063,93.9000,55.3707,0.2594,5.9493,100.0000,0.0708,0.1295,12.6899,1.0000,0.0007,67.8000,4099.8845,2.4649,4793.9668,18.7562,0.0470,3.1459,1.0000,73.6451,0.1219,3.2031,0.0087,81.1815,0.4170,2.2531,1.0000,1573.7084,36.6707,100.0024,0.3380,0.9839,0.9969,12.0214,0.0853,1.6472,1.0000,48.9742,0.4257,0.0000,0.4759,4380.3301,26.8,67.9,22.6,56.5
2019-02-23,利群(新版)烟丝,048 ,3500.2609,4.3396,3997.4392,18.6256,0.9971,48.6863,0.6699,1.1512,0.9997,60.0790,0.4214,2.3103,1.0000,220.5000,4000.0708,3.8279,4697.2202,16.9898,0.1087,3.0966,1.0000,19.1341,0.0816,2.7210,1.0000,37.7375,0.1467,6.2196,1.0000,79.9538,0.3959,94.0500,55.8071,0.6871,2.0340,100.0000,0.0813,0.1536,10.6733,1.0000,0.1124,63.4000,4099.7338,2.5074,4814.8813,18.8456,0.0519,2.2763,1.0000,73.4288,0.0771,3.1987,0.0068,81.7389,0.2853,2.6418,1.0000,1575.6088,33.7709,99.9923,0.3051,1.0842,0.9990,11.9469,0.0753,1.5357,1.0000,49.8894,0.2823,1.0503,0.9992,4417.8657,26.8,68.4,22.6,56.2
2019-02-23,利群(新版)烟丝,049 ,3499.4562,4.3347,3999.1309,18.3236,0.8620,48.5126,0.6796,1.2200,0.9999,59.8966,0.3868,2.4964,1.0000,220.5000,4000.4423,3.8640,4703.5249,16.7586,0.1077,3.8415,1.0000,19.1299,0.0706,3.1663,1.0000,37.6797,0.1181,7.5659,1.0000,79.8678,0.8085,94.1000,55.3546,0.2633,5.8815,100.0000,0.0913,0.1863,8.7846,1.0000,0.0314,74.8000,4099.8008,2.1923,4833.3564,18.7750,0.0574,2.4662,1.0000,73.3959,0.0202,3.2007,0.0036,82.0048,0.3182,2.0904,1.0000,1576.0194,33.9196,99.9946,0.2584,1.2831,0.9999,11.8919,0.0664,1.4652,1.0000,50.2636,0.2682,1.5708,1.0000,4434.0205,26.9,67.8,22.6,56.2
2019-02-23,利群(新版)烟丝,050 ,3500.1859,4.3765,3997.2009,18.4665,0.7730,48.0296,0.9161,1.0808,0.9989,59.8551,0.4256,2.2363,1.0000,220.4000,4000.6362,3.7163,4695.0269,16.9243,0.1197,2.9953,1.0000,19.1591,0.0867,2.4651,1.0000,37.7340,0.1323,6.8892,1.0000,79.8777,0.6528,93.9000,56.1287,0.2646,4.8773,100.0000,0.1038,0.2373,6.8790,1.0000,0.0006,68.7000,4099.8177,2.0465,4840.6187,18.8148,0.0562,2.2837,1.0000,73.3413,0.0119,3.2083,0.0046,82.0613,0.1570,4.1152,1.0000,1568.9929,34.9615,99.9802,0.3121,1.0470,0.9986,11.8906,0.0551,1.7578,1.0000,50.3505,0.2016,2.2331,1.0000,4442.8857,26.4,68.7,22.7,56.2
2019-02-23,利群(新版)烟丝,051 ,3500.3197,4.6362,4003.0999,18.3705,0.7750,48.0798,0.8381,1.1614,0.9996,59.8982,0.5608,1.7227,1.0000,221.0000,4000.2603,3.3665,4718.0806,16.8982,0.1207,3.0429,1.0000,19.1258,0.0798,2.8180,1.0000,37.7205,0.1056,8.5904,1.0000,79.9157,0.4845,94.4500,55.3396,0.8218,1.8902,100.0000,0.0707,0.1240,13.2456,1.0000,0.0937,68.9000,4099.7061,2.1042,4833.0859,18.7562,0.0534,2.7719,1.0000,73.3538,0.0940,3.2032,0.0055,81.8899,0.2560,2.7479,1.0000,1562.9281,34.7997,99.9904,0.3141,1.0512,0.9985,11.8835,0.0646,1.4628,1.0000,50.2412,0.2218,1.8658,1.0000,4440.4409,26.9,68.0,22.7,56.4
