日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2018-10-15,利群(新版)烟丝,001 ,3500.2066,4.4966,4000.8818,17.1717,1.0593,48.3363,0.8839,1.0045,0.9986,59.9799,0.7380,1.3459,1.0000,220.6000,4000.2170,4.0701,4661.9053,16.1061,0.1156,5.4611,1.0000,18.6622,0.1753,1.6397,1.0000,37.1109,0.6790,1.0362,0.9991,79.9258,0.4626,93.2500,55.5332,0.2783,5.3503,100.0000,0.0535,0.0612,26.9325,1.0000,0.0128,142.2000,4099.9308,1.9684,4804.5444,18.5720,0.0463,2.6794,1.0000,73.5092,0.2238,3.1978,0.0068,82.1402,0.2291,2.7063,1.0000,100.0038,0.1942,1.7095,1.0000,11.9998,0.0512,2.6012,1.0000,51.0229,0.3848,1.7525,1.0000,4385.8569,27.0,69.3,23.0,58.3
2018-10-15,利群(新版)烟丝,002 ,3499.9622,4.0402,3999.2610,17.3258,1.1115,49.2815,0.5862,0.9773,0.9983,59.9875,0.4282,2.3255,1.0000,220.5000,3999.8628,3.7334,4680.3877,16.3064,0.1149,4.9136,1.0000,19.0540,0.1392,1.7865,1.0000,37.6933,0.2480,3.6198,1.0000,79.9246,0.4090,93.6500,55.5582,1.0256,1.4436,100.0000,0.0713,0.0920,17.8501,1.0000,0.0451,133.2000,4100.0808,2.3092,4830.6567,18.7038,0.0403,4.1041,1.0000,73.2543,0.0300,3.1948,0.0052,82.4920,0.1617,3.1091,1.0000,100.0164,0.1823,1.7989,1.0000,12.0615,0.0354,4.3451,1.0000,51.4229,0.3503,2.3056,1.0000,4404.1060,27.3,70.7,23.1,58.3
2018-10-15,利群(新版)烟丝,003 ,3499.8945,4.0348,4000.5466,17.0468,0.7431,48.8130,0.6082,1.1987,0.9998,59.8888,0.4134,2.3293,1.0000,220.7000,3999.6792,3.7452,4692.9927,16.0942,0.1058,6.0064,1.0000,18.9773,0.0897,3.0559,1.0000,37.4178,0.1401,5.7514,1.0000,79.9877,0.3907,93.8500,55.8628,0.2207,6.2497,100.0000,0.0666,0.0944,17.4113,1.0000,0.0105,146.0000,4100.0351,2.1138,4841.5034,18.6460,0.0371,4.0043,1.0000,73.1870,0.0847,3.1949,0.0060,82.6082,0.1588,2.9216,1.0000,99.9989,0.2151,1.5481,1.0000,12.1807,0.0526,2.6583,1.0000,51.6981,0.2311,3.8911,1.0000,4426.2559,27.4,69.9,23.1,58.3
2018-10-15,利群(新版)烟丝,004 ,3499.8667,3.8119,4002.0356,17.1264,1.0462,48.9934,0.5662,1.1812,0.9998,59.9393,0.3797,2.5803,1.0000,220.7000,3999.0869,3.6749,4687.3311,16.1480,0.1176,5.2503,1.0000,19.0560,0.1128,2.1975,1.0000,37.1656,0.1455,4.9622,1.0000,79.9651,0.3162,93.8000,54.2830,0.6163,2.3167,100.0000,0.0548,0.0658,25.0538,1.0000,0.0569,142.5000,4099.9451,1.7790,4874.6563,18.7447,0.0531,2.8606,1.0000,73.1833,0.0849,3.1995,0.0060,82.5114,0.1612,3.0787,1.0000,100.0008,0.2376,1.4020,1.0000,12.1608,0.0438,3.3453,1.0000,51.9822,0.2362,4.2087,1.0000,4449.2339,27.5,69.7,23.0,58.1
2018-10-15,利群(新版)烟丝,005 ,3500.0988,4.2210,4004.5559,17.0665,1.0933,49.1111,0.6685,0.9418,0.9976,59.8259,0.6506,1.4479,1.0000,220.7000,4000.2047,3.9082,4682.8530,16.0644,0.1118,5.7715,1.0000,19.0077,0.0907,2.9133,1.0000,37.2605,0.2139,3.5227,1.0000,79.9920,0.3581,93.6500,55.8650,0.2147,6.4189,100.0000,0.0577,0.0853,19.3234,1.0000,0.0075,145.8000,4100.1442,1.9825,4793.2007,18.6133,0.0459,3.0006,1.0000,73.2280,0.0757,3.1987,0.0076,82.0882,0.3533,1.8039,1.0000,100.0076,0.3062,1.0803,0.9989,12.0843,0.0399,4.0484,1.0000,50.9783,0.3150,2.0931,1.0000,4376.7095,27.7,70.4,23.0,58.1
2018-10-16,利群(新版)烟丝,006 ,3501.2957,17.1339,3981.2336,16.9936,1.3680,46.4245,6.7770,0.0701,0.3335,59.7635,0.7537,1.2221,0.9999,219.7000,3999.9573,3.5663,4710.9546,16.1876,0.1012,5.9705,1.0000,19.0271,0.0887,2.9044,1.0000,37.5655,0.1350,6.3347,1.0000,79.9981,0.4753,94.3500,55.1075,0.6629,2.4602,100.0000,0.0549,0.0711,23.1868,1.0000,0.1414,139.2000,4099.9886,1.9733,4892.6670,18.6353,0.0492,2.9511,1.0000,73.2281,0.0552,3.1938,0.0040,82.6390,0.1435,3.1608,1.0000,99.9945,0.2443,1.3568,1.0000,12.1808,0.0572,2.4448,1.0000,51.4119,0.2824,2.8465,1.0000,4478.9033,27.5,67.8,23.0,58.1
2018-10-16,利群(新版)烟丝,007 ,3499.9660,3.9180,3997.5239,17.2163,0.9617,48.9713,1.0033,0.6740,0.9784,59.8201,0.5956,1.5782,1.0000,220.4000,3999.3961,4.1359,4701.4648,16.1591,0.1065,5.7596,1.0000,19.0082,0.0967,2.7294,1.0000,37.3705,0.1112,7.1034,1.0000,79.9875,0.3197,94.1500,55.8373,0.2322,5.9752,100.0000,0.0598,0.0847,19.4323,1.0000,0.1337,142.7000,4100.1419,2.1970,4798.5278,18.6376,0.0416,3.5092,1.0000,73.3028,0.0773,3.1983,0.0059,82.2035,0.3133,1.9114,1.0000,100.0066,0.2304,1.4375,1.0000,12.1274,0.0605,2.6020,1.0000,51.6994,0.2502,3.5961,1.0000,4387.4854,26.8,67.3,23.0,57.9
2018-10-16,利群(新版)烟丝,008 ,3499.9710,4.3241,4002.9363,17.4027,0.9751,49.1270,0.5963,1.0469,0.9992,59.9533,0.4125,2.3863,1.0000,220.8000,3999.3341,4.2347,4731.4214,16.2627,0.1150,5.0362,1.0000,19.0050,0.0772,3.4319,1.0000,37.1718,0.3069,2.3587,1.0000,79.9496,0.4142,94.7500,55.0325,0.6396,2.5887,100.0000,0.0564,0.0712,23.1483,1.0000,0.1354,138.9000,4100.0394,1.9721,4899.6870,18.6750,0.0597,2.6516,1.0000,73.2314,0.0569,3.1973,0.0046,82.7973,0.1559,2.5721,1.0000,99.9976,0.2220,1.4979,1.0000,12.1577,0.0438,3.3679,1.0000,52.1173,0.2899,3.3142,1.0000,4480.6055,27.0,67.9,23.0,57.7
2018-10-16,利群(新版)烟丝,009 ,3500.0236,3.7494,3998.6184,17.1881,0.9807,48.8102,0.6847,1.0661,0.9993,59.9880,0.4737,2.1026,1.0000,220.6000,3999.5736,3.9791,4675.0127,16.2566,0.1045,5.5629,1.0000,19.0505,0.1004,2.4886,1.0000,37.2472,0.6843,1.0947,0.9995,79.9603,0.3985,93.5500,54.5762,0.3238,4.7105,100.0000,0.0612,0.0719,22.9000,1.0000,0.0532,132.0000,4100.0585,1.9054,4850.8911,18.7775,0.0403,3.4901,1.0000,73.2098,0.0674,3.1999,0.0084,81.7553,0.2922,2.5608,1.0000,99.9961,0.2067,1.6061,1.0000,12.3877,0.0941,0.7521,0.9880,49.7268,0.5280,0.4588,0.9157,4437.3003,27.1,68.0,23.0,58.0
2018-10-16,利群(新版)烟丝,010 ,3499.7277,4.0319,3996.8054,17.2997,0.9873,49.1172,0.5493,1.1427,0.9997,60.0601,0.3036,3.2283,1.0000,220.3000,4000.0254,4.1867,4696.1895,16.2693,0.1160,4.9752,1.0000,19.1192,0.1220,1.8598,1.0000,38.1580,0.1437,6.5927,1.0000,79.9631,0.2341,93.9500,54.7332,0.5265,2.9965,100.0000,0.0551,0.0867,19.0207,1.0000,0.0279,116.8000,4099.8861,1.8794,4817.2412,18.7874,0.0408,3.3713,1.0000,73.1805,0.0261,3.2003,0.0053,82.3030,0.1389,4.0717,1.0000,100.0012,0.1743,1.9097,1.0000,12.0506,0.0579,2.5953,1.0000,49.8605,0.2105,1.3628,1.0000,4391.6592,27.0,67.7,23.0,58.1
2018-10-16,利群(新版)烟丝,011 ,3500.2084,4.0155,3999.4373,17.1900,1.0051,49.1852,0.5481,1.1037,0.9995,59.9775,0.3619,2.7425,1.0000,220.5000,3999.8123,3.7486,4684.8140,16.1499,0.1055,5.8448,1.0000,19.2842,0.1100,1.5627,1.0000,37.9197,0.0967,10.0685,1.0000,79.9788,0.3186,93.7500,54.3668,0.2050,7.1004,100.0000,0.0585,0.0885,18.6125,1.0000,0.0573,132.1000,4099.8733,1.9874,4862.7964,18.8888,0.0415,2.4980,1.0000,73.1921,0.0894,3.1975,0.0081,81.7301,0.3216,2.3528,1.0000,100.0113,0.2252,1.4635,1.0000,12.2340,0.0842,1.4483,1.0000,50.9204,0.6881,0.9303,0.9974,4438.0127,26.9,67.1,23.0,58.2
2018-10-16,利群(新版)烟丝,012 ,3500.0509,4.0755,4000.1379,17.1214,0.8209,49.3859,0.4682,1.1492,0.9997,60.0365,0.2702,3.6560,1.0000,220.5000,4000.2154,3.6794,4695.4414,16.1423,0.1113,5.5652,1.0000,19.2842,0.0890,1.9312,1.0000,37.8795,0.1858,5.1659,1.0000,80.0059,0.2481,93.9500,53.9263,0.8180,1.5999,100.0000,0.0621,0.0855,19.2511,1.0000,0.0438,134.5000,4099.7767,1.9749,4920.7603,18.9152,0.0411,2.3123,1.0000,73.2090,0.0652,3.2043,0.0062,82.1822,0.1501,4.0373,1.0000,99.9842,0.1814,1.8085,1.0000,12.2486,0.1167,1.0038,0.9987,51.1096,0.6521,1.0783,0.9994,4487.6909,27.1,68.1,23.0,57.8
2018-10-16,利群(新版)烟丝,013 ,3499.9798,3.6636,3997.9302,17.1390,0.8789,49.2348,0.5380,1.0937,0.9995,60.0149,0.3259,3.0536,1.0000,220.4000,3999.5938,3.9091,4688.0210,16.2036,0.0979,6.1178,1.0000,19.0933,0.1874,1.2571,0.9999,37.3138,0.2533,3.0454,1.0000,80.0059,0.1869,93.8500,54.8198,0.2012,7.9853,100.0000,0.0589,0.0789,20.8662,1.0000,0.0955,134.3000,4100.1062,2.0454,4803.0254,18.7517,0.0465,3.2121,1.0000,73.2005,0.0672,3.2015,0.0096,81.0797,0.4612,2.1105,1.0000,100.0025,0.2101,1.5829,1.0000,12.1444,0.0732,2.0750,1.0000,47.6599,0.4654,0.0000,0.0020,4368.3237,27.2,68.0,22.8,57.9
2018-10-16,利群(新版)烟丝,014 ,3499.7359,3.8282,4001.5183,17.0126,0.8784,49.3067,0.4976,1.1344,0.9997,60.0240,0.2378,4.1722,1.0000,220.7000,3999.5385,3.9257,4685.1592,16.1098,0.0960,6.5616,1.0000,19.0026,0.1473,1.8042,1.0000,37.2727,0.1130,6.7054,1.0000,79.9644,0.4711,93.7500,54.7442,0.5303,2.9820,100.0000,0.0624,0.0862,19.0970,1.0000,0.0500,137.3000,4099.8200,2.4121,4845.7490,18.6730,0.0467,3.3762,1.0000,73.0470,0.0929,3.1969,0.0115,82.1187,0.1911,3.2808,1.0000,100.0012,0.2484,1.3405,0.9999,12.0438,0.0687,2.1528,1.0000,48.7278,0.2558,0.0000,0.1437,4414.2524,26.9,68.0,22.8,58.0
