日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风风速均值,kld烘丝热风风速SD,kld烘丝风门开度均值,kld烘丝风门开度SD,kld烘丝排潮风门开度均值,kld烘丝排潮风门SD,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2019-05-03,利群(新版)烟丝,001 ,3499.9088,4.1393,3982.9932,17.7398,0.8734,48.6566,0.6102,1.2802,0.9999,60.0286,0.3095,3.1999,1.0000,219.6000,3999.5953,3.7213,4664.7710,16.4823,0.1143,4.4243,1.0000,19.1278,0.1036,2.1631,1.0000,37.9820,0.9483,1.0482,0.9984,79.8252,0.9158,93.4000,54.7244,0.2840,5.5454,100.0000,0.1022,0.2375,6.8747,1.0000,0.1121,106.6000,4100.1008,2.4959,4723.3340,18.5204,0.0564,1.8929,1.0000,73.6046,0.0687,3.2058,0.0062,81.1949,0.4148,2.2540,1.0000,1623.6209,30.1055,40.4896,0.1261,35.0000,0.0000,100.0043,0.1347,2.4645,1.0000,12.2740,0.0565,1.9226,1.0000,52.5037,0.4064,2.0477,1.0000,4283.6079,26.6,68.2,21.9,60.8
2019-05-03,利群(新版)烟丝,002 ,3499.9941,3.9525,3988.0469,17.5801,0.9321,48.7798,0.5919,1.2504,0.9999,60.1170,0.4902,1.9606,1.0000,219.9000,3999.4961,3.3496,4663.5400,16.4964,0.1008,4.9742,1.0000,19.0725,0.0687,3.5312,1.0000,38.1884,0.1450,6.4643,1.0000,79.9198,0.7376,93.3500,54.7339,0.5631,2.8024,100.0000,0.0953,0.2355,6.9419,1.0000,0.0849,103.0000,4099.9954,2.1994,4814.2515,18.4994,0.0547,1.8259,1.0000,73.2147,0.0185,3.2042,0.0051,81.1186,0.2074,4.6306,1.0000,1628.5863,27.9239,40.2244,0.2397,35.0000,0.0000,100.0188,0.2003,1.6329,1.0000,12.2094,0.0415,3.1374,1.0000,53.1287,0.3414,1.8270,1.0000,4403.2065,26.9,67.7,21.8,60.8
2019-05-03,利群(新版)烟丝,003 ,3500.0304,3.9812,3986.6616,17.6089,1.0330,48.8941,0.6079,1.1547,0.9997,59.9201,0.4281,2.2739,1.0000,219.8000,4000.1806,3.8063,4664.3301,16.4633,0.1053,4.8637,1.0000,19.1120,0.0970,2.3646,1.0000,37.9820,0.1735,5.7299,1.0000,79.8966,0.7927,93.3500,55.7007,1.3063,1.0971,98.4000,0.0713,0.1235,13.3034,1.0000,0.0680,106.4000,4099.9277,2.2031,4818.5586,18.5497,0.0546,2.1343,1.0000,73.1040,0.0625,3.1994,0.0066,81.1265,0.3457,2.7705,1.0000,1630.1899,24.9405,40.1574,0.1509,35.0000,0.0000,99.9909,0.1410,2.3426,1.0000,12.2944,0.0396,2.5693,1.0000,53.2102,0.2527,2.3609,1.0000,4417.6729,26.7,67.9,21.9,61.4
2019-05-03,利群(新版)烟丝,004 ,3499.8261,4.3903,3985.5476,17.6364,1.0069,48.9573,0.6680,1.0193,0.9989,59.9777,0.4298,2.3093,1.0000,219.8000,3999.8078,3.6281,4675.4126,16.5510,0.1067,4.5247,1.0000,19.1222,0.0917,2.4631,1.0000,38.1600,0.1415,6.6901,1.0000,79.9690,0.5919,93.5000,54.5614,0.6140,2.4765,100.0000,0.0880,0.1535,10.6664,1.0000,0.0088,101.7000,4099.7099,2.1509,4865.7744,18.5335,0.0555,2.0017,1.0000,73.1384,0.0000,3.2037,0.0029,81.2802,0.2772,3.2705,1.0000,1626.9456,28.7096,40.1146,0.1386,35.0000,0.0000,99.9929,0.1575,2.1020,1.0000,12.2842,0.0534,1.9708,1.0000,53.5239,0.2121,2.3199,1.0000,4462.7515,26.9,67.7,22.4,60.9
2019-05-03,利群(新版)烟丝,005 ,3500.2885,3.7237,3991.3503,17.6852,0.7851,48.9835,0.5624,1.1952,0.9998,59.9753,0.3093,3.2066,1.0000,220.2000,3999.8338,3.5619,4676.5649,16.5239,0.0994,4.9509,1.0000,19.1434,0.0759,2.8834,1.0000,38.0369,0.1612,6.1258,1.0000,79.8774,0.6709,93.6000,54.3737,1.0531,1.3844,97.6190,0.1012,0.2248,7.2638,1.0000,0.0735,104.5000,4099.7015,2.1638,4790.5703,18.5551,0.0606,1.9522,1.0000,73.5281,0.1283,3.1992,0.0056,81.3134,0.4765,1.8796,1.0000,1612.3550,26.6754,40.9006,0.1222,35.0000,0.0000,100.0134,0.0715,4.6001,1.0000,12.2436,0.0664,1.7895,1.0000,52.6914,0.4129,1.8637,1.0000,4393.2363,26.6,67.7,22.2,58.4
2019-05-03,利群(新版)烟丝,006 ,3500.1071,3.9630,3987.6101,17.6754,0.9373,48.9666,0.6096,1.1118,0.9996,59.9737,0.3411,2.9062,1.0000,220.0000,3999.7496,3.1752,4663.8594,16.5490,0.1090,4.4382,1.0000,19.1552,0.0750,2.8672,1.0000,38.1170,0.1100,8.7328,1.0000,79.9844,0.3909,93.3000,54.3497,0.4230,3.4272,100.0000,0.0792,0.1366,12.0121,1.0000,0.0245,103.9000,4100.0438,1.9268,4818.2637,18.6142,0.0717,1.9257,1.0000,73.4108,0.0441,3.2029,0.0043,81.7063,0.2254,3.3924,1.0000,1614.4699,26.7032,40.6450,0.1298,35.0000,0.0000,100.0150,0.1210,2.7139,1.0000,12.2327,0.0750,1.6318,1.0000,53.3136,0.2073,2.7113,1.0000,4433.5566,26.9,68.2,22.0,58.6
2019-05-03,利群(新版)烟丝,007 ,3499.8697,4.1593,3991.6660,17.8230,0.8969,48.9537,0.6735,1.0127,0.9988,59.9120,0.3783,2.5656,1.0000,220.2000,3999.8194,3.0063,4682.2476,16.6651,0.1006,4.4227,1.0000,19.1798,0.0763,2.7102,1.0000,38.0975,0.1490,6.4946,1.0000,79.8889,1.1597,93.6500,54.4116,0.8659,1.6983,98.4000,0.0950,0.2084,7.8467,1.0000,0.0054,99.0000,4100.0984,2.3749,4791.7612,18.6111,0.0718,1.9091,1.0000,73.3368,0.0291,3.2050,0.0048,82.0028,0.3824,1.7408,1.0000,1604.1141,30.1553,40.3346,0.1306,35.0000,0.0000,100.0108,0.1346,2.4499,1.0000,12.2689,0.0461,2.3934,1.0000,53.7061,0.2068,2.0852,1.0000,4416.2129,26.8,68.0,21.8,57.9
2019-05-03,利群(新版)烟丝,008 ,3499.5144,4.0376,3993.5547,17.7472,0.8824,49.0186,0.6663,0.9912,0.9985,59.9952,0.4408,2.2650,1.0000,220.1000,3999.6869,3.5881,4695.2788,16.6910,0.1045,4.1754,1.0000,19.1784,0.0788,2.6308,1.0000,38.0771,0.1549,6.2881,1.0000,79.9220,0.8115,93.9500,54.3903,0.4100,3.5691,100.0000,0.0921,0.2017,8.1105,1.0000,0.0473,98.9000,4099.9740,1.9593,4860.1060,18.6185,0.0599,2.3301,1.0000,73.2664,0.0322,3.1939,0.0063,81.6826,0.2589,2.9842,1.0000,1606.4970,27.4215,40.3967,0.1116,35.0000,0.0000,100.0070,0.1053,3.1441,1.0000,12.2647,0.0490,2.2827,1.0000,53.6553,0.2034,2.2039,1.0000,4482.7285,26.7,68.1,22.0,58.0
2019-05-04,利群(新版)烟丝,009 ,3499.9785,4.0754,3989.5986,17.7498,0.8509,49.1787,0.6888,0.8814,0.9959,60.2895,0.6436,1.4038,1.0000,220.1000,4000.3031,3.5060,4673.7095,16.9048,0.1019,3.5828,1.0000,19.1689,0.0978,2.1513,1.0000,38.2020,0.3597,2.5927,1.0000,79.9285,0.4035,93.5500,55.3534,0.1898,8.1615,100.0000,0.0800,0.1468,11.1705,1.0000,0.0811,92.5000,4100.0225,2.1855,4795.0083,18.6451,0.0600,2.4712,1.0000,73.2892,0.0238,3.2010,0.0044,80.5049,0.3679,2.2695,1.0000,1600.0076,24.8325,40.1858,0.1218,35.0000,0.0000,100.0177,0.1247,2.6251,1.0000,12.2554,0.0336,3.4211,1.0000,53.7212,0.2009,2.1223,1.0000,4420.1958,26.9,67.7,22.0,58.2
2019-05-04,利群(新版)烟丝,010 ,3499.6122,3.7221,3989.9768,17.6533,0.8036,49.4268,0.5805,0.9033,0.9966,59.9244,0.3694,2.6390,1.0000,220.2000,4000.0131,3.6610,4694.2915,16.7780,0.1074,3.7936,1.0000,19.1558,0.0920,2.3347,1.0000,37.8211,0.5135,1.8311,1.0000,79.8797,1.0402,93.9500,54.5176,0.8100,1.8590,100.0000,0.1007,0.2075,7.8701,1.0000,0.0684,99.7000,4100.0031,2.1992,4815.0615,18.6499,0.0606,2.4747,1.0000,73.3172,0.0224,3.2065,0.0031,80.7908,0.3384,2.7490,1.0000,1603.6318,23.6890,40.0447,0.1295,35.0000,0.0000,99.9982,0.1381,2.4097,1.0000,12.2729,0.0511,2.1339,1.0000,53.9055,0.1995,1.8288,1.0000,4440.4043,26.9,66.7,22.0,57.9
